Season,game_id,home_team_id,Home Team,away_team_id,Away Team,Home Shots,Home Shots Blocked,Home Power Play Opportunities,Home PIM,Home Player Hits,Home Giveaways,Home Takeaways,Home Injured Players,Away Shots,Away Shots Blocked,Away Power Play Opportunities,Away PIM,Away Player Hits,Away Giveaways,Away Takeaways,Away Injured Players
2014,2014021163,1,New Jersey Devils (NJD),8,Montreal Canadiens (MTL),28.0707681365,14.157539117999999,3.2169274535000003,9.0373399715,21.587837838,9.021692745500001,5.5746799435,2.666073969,28.926742532,14.850284495,3.1678520624999997,9.5501422475,19.061522048500002,8.2692034135,6.453769559,2.38371266
2013,2013020643,2,NY Islanders Islanders (NYI),25,Dallas Stars (DAL),30.847368421,15.780921052499998,3.2592105265,12.146710526500001,23.895394737,8.4940789475,8.2638157895,2.817763158,31.008552631500002,15.3282894735,3.3401315790000004,10.795394737,22.035526316,9.7736842105,7.246710526499999,2.6559210525
2006,2006020588,10,Toronto Maple Leafs (TOR),6,Boston Bruins (BOS),33.222222222,11.7944444445,5.384722222000001,14.476388889,18.558333333500002,10.5444444445,6.409722222,2.0986111110000003,29.027777778,14.75,5.35,14.838888889,17.3930555555,9.772222222,6.775,1.948611111
2009,2009021167,10,Toronto Maple Leafs (TOR),6,Boston Bruins (BOS),31.787054409,14.37054409,3.587554722,12.109443402,22.059099437,8.0428392745,5.881801126,2.521575985,30.152282677000002,14.538774233999998,3.5003126955,11.988742964,23.671982489,8.6003752345,6.256410256500001,2.0328330205
2015,2015020850,29,Columbus Blue Jackets (CBJ),6,Boston Bruins (BOS),28.965811966,13.712606837500001,3.3151709405,12.576923077,26.144230769,7.692307692,6.232905983,2.5502136755,30.857905983000002,13.4348290595,3.1858974355000003,12.872863248,24.61965812,7.840811966,5.575854701,2.8205128205000003
2008,2008021024,8,Montreal Canadiens (MTL),1,New Jersey Devils (NJD),29.300396825500002,15.072222221999999,4.303968254,14.027380952000001,21.554365079,9.5634920635,7.1031746035,2.5480158729999998,30.531746032,13.8575396825,4.1329365075,13.83015873,19.330952381,8.669047619,5.9674603175000005,2.323015873
2008,2008020846,26,Los Angeles Kings (LAK),11,Atlanta Thrashers (ATL),31.2162162165,11.945945946,4.3648648649999995,14.189189189,19.810810811,9.2972972975,6.567567567499999,2.554054054,26.689189189,13.0675675675,4.27027027,14.0675675675,19.891891892,9.8513513515,6.567567567499999,2.351351351
2009,2009020998,20,Calgary Flames (CGY),9,Ottawa Senators (OTT),27.298397436000002,12.998397436000001,3.832051282,14.079807692500001,23.031089743499997,9.638782051500002,6.8705128205,2.482051282,30.355448717999998,14.621794871999999,3.7493589744999998,14.855128205,21.794230769000002,9.153205128,7.2362179485,2.128525641
2015,2015020806,17,Detroit Red Wings (DET),9,Ottawa Senators (OTT),31.368421053,12.7368421055,3.355263158,10.4868421055,22.171052632,8.0789473685,5.9210526315,2.8157894734999998,29.2368421055,13.6578947365,3.197368421,10.447368421,23.5131578945,7.2236842105,6.210526316,2.302631579
2009,2009020999,28,San Jose Sharks (SJS),18,Nashville Predators (NSH),30.525,13.0375,3.6375,12.575,19.3875,8.9625,8.087499999999999,1.9875,30.525,13.162500000000001,3.875,11.6,20.4375,8.925,7.9,2.2125
2018,2018020688,2,NY Islanders Islanders (NYI),3,NY Rangers Rangers (NYR),30.914651494,14.2919630155,3.0945945945,8.806187766499999,24.043029871999998,11.4655049785,6.988975818,2.718349929,29.926386913,14.683854907499999,2.9199857755,9.215860596999999,24.130512091,12.140113798,7.4246088189999995,2.4793741105000002
