Season,team_id,Team,Shots,Blocked Shots,Power Play Opportunities,PIM,Player Hits,Injured Players,Giveaways,Takeaways
2009,6,Boston Bruins (BOS),5.865680508,4.505656963,1.570648456,10.130324861,7.667253395,0.586625566,3.890713536,2.480150620
2006,14,Tampa Bay Lightning (TBL),6.754515659,4.597570208,1.492672159,5.391676496,4.005731386,0.505035374,4.061936144,3.887764120
2005,25,Dallas Stars (DAL),5.976143047,4.504935565,2.713136766,8.605645987,9.173287652,0.576662538,8.060879467,4.531021820
2005,19,St Louis Blues (STL),7.014044867,5.623293392,2.425394748,8.986188697,3.938717058,0.840917866,7.800437513,2.323619235
2010,17,Detroit Red Wings (DET),6.789078847,3.565138175,1.791705950,6.198178556,8.173053212,0.554804297,3.840670612,3.726779962
2014,16,Chicago Blackhawks (CHI),7.821680042,3.896945751,1.552871988,4.584868703,5.988853510,0.483977514,3.522770204,3.821269698
2014,12,Carolina Hurricanes (CAR),6.182925798,4.132238718,1.533488605,5.453046331,6.740719664,0.524782646,3.695127637,3.713873604
2008,22,Edmonton Oilers (EDM),7.308105320,4.707762230,1.851640200,8.572674979,5.646148386,0.471008216,5.760631385,3.389801809
2017,18,Nashville Predators (NSH),5.603608368,5.303854043,1.297771369,9.141529826,6.845583972,0.638387906,4.936942345,3.469538239
2011,10,Toronto Maple Leafs (TOR),5.585937943,4.579297978,1.782884931,5.257341499,6.643201949,0.328797975,6.529213630,3.362485138
2015,15,Washington Capitals (WSH),5.863563881,5.658711958,1.414213562,5.159323465,6.221028950,0.397061277,4.848918644,3.410811287
2015,3,NY Rangers Rangers (NYR),5.219506034,4.983329250,1.417227875,4.765705487,8.065388885,0.506711710,4.362650218,3.210048235
2015,2,NY Islanders Islanders (NYI),5.928269665,5.359614007,1.496558404,5.592936513,12.280389483,0.413154950,4.856987458,5.845327370
2010,2,NY Islanders Islanders (NYI),7.123991894,5.433787852,2.016736693,11.773563892,6.632996205,0.698136776,4.658596463,6.201382334
2014,15,Washington Capitals (WSH),5.997023071,4.918623501,1.502114911,5.536889276,8.275178030,0.608797931,4.502820985,3.556683849
2008,10,Toronto Maple Leafs (TOR),7.243615808,4.324488548,1.672512271,6.903235086,9.003502822,0.916973741,5.139787682,3.372962626
2006,19,St Louis Blues (STL),5.587783871,5.213847958,2.146981738,7.765957737,4.744465968,0.874809469,5.569935554,3.123466907
2006,2,NY Islanders Islanders (NYI),6.615569950,5.064004754,2.008241279,7.070430750,6.857515988,0.818333471,4.429460477,5.075259428
2015,1,New Jersey Devils (NJD),5.339205219,5.473653436,1.317353267,8.713880949,9.840585684,0.495355383,3.524855858,3.321981619
2005,21,Colorado Avalanche (COL),5.714177269,4.718099071,2.101024748,5.455005501,4.638918856,0.594622778,4.882146825,6.299004913
2005,23,Vancouver Canucks (VAN),6.877096215,4.509197176,2.590605634,7.697933439,5.647038776,0.739074043,6.541094518,3.884627031
2005,2,NY Islanders Islanders (NYI),6.988622242,4.148519038,2.317189973,7.573563155,8.018559553,0.753370804,4.111070530,4.724544562
2006,18,Nashville Predators (NSH),6.906059457,4.114914776,2.246004099,6.908990017,4.574617526,0.922795729,3.761801045,3.456106099
2006,9,Ottawa Senators (OTT),6.579689027,5.104045655,1.878351705,9.060480544,7.616446442,0.640012019,4.839408207,4.354779278
2011,19,St Louis Blues (STL),6.645235824,4.359932225,1.623772348,6.350261871,5.549801825,0.557504090,3.103809536,2.208365205
2015,28,San Jose Sharks (SJS),7.090514567,5.456320058,1.848852068,5.223572943,8.998236159,0.5,6.970857705,4.008225669
2016,24,Anaheim Ducks (ANA),6.116461012,5.089246186,1.441362166,7.444101792,8.401381719,0.633915781,4.808716599,3.088085672
2011,29,Columbus Blue Jackets (CBJ),6.797036097,4.591577352,1.371087116,7.617054517,7.566323364,0.397061277,3.197221016,3.469082665
2016,25,Dallas Stars (DAL),5.575714177,4.472471688,1.513205138,9.397143518,6.918335303,0.397061277,4.310926128,2.123089143
2018,4,Philadelphia Flyers (PHI),6.639894085,4.920491597,1.531323027,6.177553089,6.467117835,0.601089575,4.545017437,2.725596493
2016,14,Tampa Bay Lightning (TBL),4.887626100,4.105588369,1.535857695,7.385969980,5.555885876,0.786523120,3.936050367,2.590407344
2010,12,Carolina Hurricanes (CAR),4.952793023,4.146044204,1.409716846,5.991197246,7.628892449,1.158474640,3.528005867,3.929942041
2008,30,Minnesota Wild (MIN),5.761944116,3.759010339,2.086045853,6.369321311,4.744922098,0.513314780,3.517191340,2.605701928
2016,22,Edmonton Oilers (EDM),6.061992061,4.909389178,1.460696284,7.413262201,5.747045200,0.474578998,5.372183947,3.410591170
2011,18,Nashville Predators (NSH),6.916901600,4.347707494,1.387815296,7.028543714,5.715953069,0.729874597,3.879405448,4.005064362
2017,25,Dallas Stars (DAL),6.601230818,4.998515299,1.402715700,5.823425169,5.335062135,0.719874033,3.940002124,3.070692071
2010,9,Ottawa Senators (OTT),5.890658516,4.627519882,1.429221555,7.633869279,4.595130083,0.459605867,5.481703694,3.667647181
2013,18,Nashville Predators (NSH),6.412327870,4.980410342,1.560530810,5.116025601,5.595270439,0.549475274,4.237803011,3.125987024
2008,28,San Jose Sharks (SJS),9.338158341,4.078251112,2.039401667,8.062816444,8.264308731,0.774014922,6.275339025,3.825000736
2006,29,Columbus Blue Jackets (CBJ),6.860373358,4.330003827,2.429225798,7.547714509,4.476666231,0.818092011,3.680713642,2.728074368
2017,28,San Jose Sharks (SJS),6.279485072,4.811575678,2.047749328,7.748895286,5.582385262,0.295626382,6.891109850,5.943713578
2005,27,Phoenix Coyotes (PHX),5.630431101,4.721101452,2.160871519,9.426969093,5.928157381,1.030571818,6.600310793,3.817355070
2005,13,Florida Panthers (FLA),6.389895870,4.651991578,2.539937411,6.401872723,5.822095402,0.740322175,4.589564529,3.794395327
2009,20,Calgary Flames (CGY),5.708624533,3.853771134,1.535455903,7.949231623,7.140955984,0.502356122,5.562065462,3.073547406
2011,6,Boston Bruins (BOS),6.728766034,4.051033626,1.982993650,14.372340489,6.518040233,0.570361239,4.376346241,2.674398328
2009,13,Florida Panthers (FLA),5.910924157,5.804224702,1.565247584,9.471587808,6.830794690,1.075219773,3.238864601,3.472891534
2016,23,Vancouver Canucks (VAN),6.640941357,4.193159022,1.341193051,15.199820214,5.121936571,0.494716833,3.356898683,3.080257779
2018,24,Anaheim Ducks (ANA),6.567011575,4.407162003,1.231009592,5.710931937,7.684107809,0.474341649,5.281741651,3.815958394
2010,5,Pittsburgh Penguins (PIT),6.184849365,4.366941199,1.602545209,8.716249735,8.292314703,0.498310235,3.267019177,2.939562151
2015,5,Pittsburgh Penguins (PIT),5.976555799,4.419279356,1.276961484,3.540626503,6.484793948,0.483977514,3.889811130,2.615500113
2016,21,Colorado Avalanche (COL),6.694786633,5.197284359,1.518513205,5.413956443,8.603985787,0.612200879,3.309522802,3.899364309
2009,30,Minnesota Wild (MIN),6.621642836,4.069823281,1.640629960,6.680242587,7.365851562,0.598609500,4.856663411,3.080022477
2016,29,Columbus Blue Jackets (CBJ),8.303588371,3.873634213,1.358446963,5.628110718,6.083176967,0.657215926,4.073484664,2.821883274
2016,53,Arizona Coyotes (ARI),5.818075283,5.133147801,1.414213562,8.112698257,7.726063907,0.421637021,3.652678947,3.148569844
2011,9,Ottawa Senators (OTT),7.631865890,6.062089833,1.572342754,8.506712269,6.142221486,0.811107106,4.745889889,4.237356727
2005,1,New Jersey Devils (NJD),4.969036416,4.337799063,2.113426562,4.791528798,5.794243477,0.642275471,8.413394455,4.798129674
2006,11,Atlanta Thrashers (ATL),6.527260390,4.975581399,2.319233958,11.638546698,4.595147943,0.632455532,5.504310665,5.850925853
2011,2,NY Islanders Islanders (NYI),5.729345235,5.531439722,1.670234277,6.526624349,7.383379017,0.401386486,5.352569476,6.477984695
2018,17,Detroit Red Wings (DET),4.864246852,4.952078041,1.150250809,5.408860252,6.310552822,0.496138938,5.278828056,3.819568374
2006,22,Edmonton Oilers (EDM),6.758600349,5.129552837,2.126622327,9.250273919,6.683986511,0.599048294,9.921917377,7.090470702
2006,28,San Jose Sharks (SJS),5.338728715,3.676345953,2.254101076,7.866891966,7.034424703,0.223455865,5.411413938,3.647601027
2010,24,Anaheim Ducks (ANA),8.233413786,4.816571288,1.629849765,14.280253535,5.257412350,0.405095747,3.482925384,3.011090611
2005,15,Washington Capitals (WSH),9.356900518,4.924428901,2.164651077,8.895647232,7.342580750,0.766356045,6.716480560,4.503614069
2016,26,Los Angeles Kings (LAK),6.415939971,4.129933317,1.488580873,7.590041512,10.276610830,0.467176592,4.188040418,2.373798777
2009,28,San Jose Sharks (SJS),6.065402094,4.048108137,1.604281131,8.069211826,6.384877968,0.742483704,4.578377274,3.117259645
2014,26,Los Angeles Kings (LAK),7.197676249,4.043240676,1.266989802,5.171318208,8.009418353,0.342569987,5.413223365,2.822511618
2003,4,Philadelphia Flyers (PHI),6.811263786,4.265045330,2.104658519,8.780879266,6.913661821,0.761820086,5.216507336,3.519100493
2015,9,Ottawa Senators (OTT),6.045641953,5.011508803,1.255712410,11.027864617,9.365693579,0.741475980,4.275455105,3.564085114
2003,26,Los Angeles Kings (LAK),7.427628805,3.705972778,2.408069517,10.010954960,5.508660939,0.693166993,7.522738304,3.185458703
2016,6,Boston Bruins (BOS),6.986974579,4.899805829,1.503482238,5.671625995,7.340751983,0.485970515,3.570194504,3.335491879
2006,4,Philadelphia Flyers (PHI),6.296359595,4.809743614,2.230016362,7.772670996,4.867462603,0.762286745,7.290723877,4.646029013
2013,15,Washington Capitals (WSH),7.519845539,4.278449276,1.456858228,11.773476275,5.563099579,0.500640615,3.438470143,3.679377734
2018,25,Dallas Stars (DAL),8.326096723,3.965607883,1.231064405,4.876338530,6.878156863,0.506369684,5.978820017,2.914434272
2013,22,Edmonton Oilers (EDM),6.294403244,4.540871304,1.709371586,6.891670476,7.510805225,0.434769353,5.704726325,3.086358656
2014,4,Philadelphia Flyers (PHI),7.133422340,6.340284406,1.632020853,3.074085230,6.811521518,0.576662538,3.859023645,2.955087085
2013,9,Ottawa Senators (OTT),6.322764579,3.591268932,1.789763122,7.512591057,9.221496877,0.496795772,4.410748670,2.845213190
2010,10,Toronto Maple Leafs (TOR),6.671129459,5.650888398,1.715475777,7.159187681,6.661128652,0.668449996,5.800588366,3.647460521
2015,12,Carolina Hurricanes (CAR),6.849167490,4.038312254,1.459018162,4.077136752,7.104183048,0.674679208,4.219864290,5.688700087
2005,22,Edmonton Oilers (EDM),5.127918346,5.159533189,2.267829344,6.975376007,6.084204456,0.747465353,9.245051928,5.215724176
2003,13,Florida Panthers (FLA),7.083652847,4.386213218,1.681445943,13.571423498,6.851618011,0.793019478,4.488551940,3.021738603
2003,2,NY Islanders Islanders (NYI),7.134276270,4.649744092,1.747155560,9.386351986,7.772477817,0.802585911,5.118710893,4.663930987
2010,3,NY Rangers Rangers (NYR),6.737508857,6.540877047,1.529464061,12.695722334,7.964046164,0.587324624,3.423207550,3.690362675
2011,5,Pittsburgh Penguins (PIT),6.114600208,4.425855110,1.742490492,5.168016312,6.554129577,0.627147803,3.275952295,4.871317043
2005,17,Detroit Red Wings (DET),6.503752670,4.615224837,1.706285853,6.669368822,5.515334887,1.418454092,4.658454808,3.659493393
2003,19,St Louis Blues (STL),5.348682395,3.218382077,1.658692408,10.920030166,7.043442627,0.950011057,5.878603847,2.603165494
2016,1,New Jersey Devils (NJD),5.977435046,4.998798654,1.804232595,6.417646468,7.056826397,0.450225169,4.216726311,2.918821598
2009,25,Dallas Stars (DAL),6.967536057,4.339972077,1.441621519,7.628609409,10.363891953,0.498310235,5.114478931,5.240890819
2017,29,Columbus Blue Jackets (CBJ),5.975966824,4.050245323,1.458617188,6.417124526,8.073976874,0.598609500,3.243830436,3.246694572
2018,9,Ottawa Senators (OTT),5.484612262,5.843782813,1.450022104,6.182230424,6.592331864,0.686283582,5.924741691,3.667893305
2005,14,Tampa Bay Lightning (TBL),5.428345657,3.972238344,2.071593101,5.387043987,4.080333664,1.020703364,4.085787222,3.616389443
2016,10,Toronto Maple Leafs (TOR),7.631205286,5.746317783,1.437785412,11.980235825,8.631289571,0.169030851,4.241253977,5.030161131
2003,5,Pittsburgh Penguins (PIT),6.260966355,5.058219606,2.084549195,13.406163703,5.825412898,0.802585911,4.781250920,2.641491525
2015,30,Minnesota Wild (MIN),6.076819159,4.381396884,1.728165103,4.887473269,5.845777044,0.529785116,3.716192142,3.379373916
2005,16,Chicago Blackhawks (CHI),7.045327291,4.964438100,2.619515578,11.118391009,5.030985074,0.941215111,4.377632198,3.759073108
2011,20,Calgary Flames (CGY),5.968314898,5.116853157,1.708911311,6.452985793,6.628772193,0.338688428,5.963564585,3.414069485
2016,20,Calgary Flames (CGY),5.374720873,4.207035359,1.518964984,7.401366603,7.008631135,0.369537021,4.520854160,4.341732386
2013,12,Carolina Hurricanes (CAR),5.933618395,4.338417033,1.668150487,4.046791101,7.626751696,0.365517768,4.777788239,5.169985004
2015,29,Columbus Blue Jackets (CBJ),7.429924540,5.406923137,1.428928045,8.369341906,9.239065098,0.719874033,3.094551391,3.287813346
2018,13,Florida Panthers (FLA),6.377277606,4.297320906,1.266334712,4.499749743,6.181805134,0.434958836,6.314814081,4.998798654
2010,27,Phoenix Coyotes (PHX),5.104619756,3.788348889,2.015810523,7.363142876,6.485637368,0.554204707,3.545621042,2.853569194
2015,20,Calgary Flames (CGY),6.212314958,5.020592515,1.227657467,6.270806637,7.870933064,0.467176592,3.931456372,3.688678518
2008,16,Chicago Blackhawks (CHI),5.487629907,3.816303332,1.580856962,10.940000033,6.648348273,0.736131431,3.493436678,3.723510122
2018,3,NY Rangers Rangers (NYR),6.962037774,3.804138729,1.672961087,5.756443054,6.503752670,0.502247202,6.223683333,3.899064337
2010,16,Chicago Blackhawks (CHI),6.055857850,4.415804031,1.832382283,6.352446477,9.215152106,0.706629490,3.616202853,5.050353738
2018,22,Edmonton Oilers (EDM),6.033807080,5.332740602,1.393951576,7.731261474,8.300756619,0.273276313,6.083580962,4.605411499
2006,17,Detroit Red Wings (DET),7.068944049,5.148544212,2.458361963,6.724077127,4.966857122,0.998497370,7.925516628,4.017603905
2010,25,Dallas Stars (DAL),6.447732739,4.665176217,1.708484392,10.012652025,8.420154646,0.582460568,4.871025023,4.750683113
2013,28,San Jose Sharks (SJS),8.236631913,4.938214750,1.827958014,7.454404815,6.820228704,0.426832795,6.699547792,4.303279984
2013,23,Vancouver Canucks (VAN),7.103503086,4.629044046,1.782708271,8.882223958,6.666260150,0.536474490,3.500348415,3.366078996
2016,52,Winnipeg Jets (WPG),6.650222726,5.084002746,1.683532492,6.715356809,9.117574045,0.717590404,5.258130600,3.122897586
2014,7,Buffalo Sabres (BUF),6.801650289,4.864011305,1.291453469,10.364790217,7.483885011,0.342569987,3.861857099,1.987872191
2013,24,Anaheim Ducks (ANA),7.349215986,5.081290406,1.364175799,6.600905333,6.032230506,0.558744237,4.115556448,2.566909502
2009,4,Philadelphia Flyers (PHI),6.067546020,5.222317933,1.870648346,9.489179860,5.876598757,0.753758016,4.121305036,4.307041593
2009,8,Montreal Canadiens (MTL),6.993510677,6.283008075,1.511125225,5.509078383,5.961021414,0.629647724,8.342342859,2.777061554
2008,29,Columbus Blue Jackets (CBJ),6.358845857,4.148340651,2.335882961,9.020963240,9.066421565,0.447213595,3.885156939,3.089151525
2018,30,Minnesota Wild (MIN),7.350259573,4.601317147,1.523640172,4.951327825,4.879850871,0.488851530,3.131199398,3.120733218
2017,54,Vegas Golden Knights (VGK),6.578014159,4.272089740,1.517663765,2.888051392,7.116153430,0.483977514,3.840475133,6.626455305
2014,52,Winnipeg Jets (WPG),4.732758632,4.489358367,1.609228365,9.765275083,6.851814973,0.471069121,4.361427331,3.443921811
2010,11,Atlanta Thrashers (ATL),6.441670742,5.544168547,2.000304855,8.917986757,4.661073884,0.487652415,4.042155909,5.592351048
2008,4,Philadelphia Flyers (PHI),5.073927940,4.564025672,1.708044911,8.554892529,7.860457161,0.616343962,5.734621686,3.105502237
2008,2,NY Islanders Islanders (NYI),7.191794360,5.362267413,1.854600983,12.798609677,8.127889573,0.833594080,4.558221434,5.788840002
2015,23,Vancouver Canucks (VAN),7.199504092,5.568403036,1.807208578,8.190130410,7.461994745,0.551733335,4.327374902,2.552019255
2015,16,Chicago Blackhawks (CHI),5.778571787,4.734186074,1.691750547,4.258035663,7.697563857,0.647239460,4.485237362,2.584008156
2006,23,Vancouver Canucks (VAN),7.520552138,3.345188096,1.737107901,5.870739906,4.734374826,0.643665280,4.743629865,5.204845661
2006,7,Buffalo Sabres (BUF),6.335790993,4.942413759,1.634444325,12.061601016,5.649808970,0.954513125,5.250482603,3.948188630
2017,17,Detroit Red Wings (DET),5.302699182,4.852168952,1.613103252,10.180208084,5.538562600,0.491672393,3.726779962,3.531922207
2009,10,Toronto Maple Leafs (TOR),7.356016287,4.300879093,1.999695099,9.060972327,7.349215986,0.529610994,5.571814960,3.980439981
2015,21,Colorado Avalanche (COL),6.014621823,7.131329179,1.676547289,5.674213311,8.376733831,0.450225169,4.153221551,2.876590825
2005,20,Calgary Flames (CGY),6.188136220,3.740611766,2.059740762,8.768112730,6.855810216,0.792927485,7.745048434,8.040128729
2016,8,Montreal Canadiens (MTL),7.028456897,6.085110634,1.558387445,5.008564094,7.101307727,0.691788572,5.219849174,3.330832395
2006,12,Carolina Hurricanes (CAR),7.146767245,4.045811383,2.049233753,4.961324782,11.044635547,0.757864747,4.595147943,3.911767258
2014,9,Ottawa Senators (OTT),6.957638260,4.127338202,1.612205430,7.839410004,7.208625785,0.723198364,4.020976743,3.358358443
2015,4,Philadelphia Flyers (PHI),7.151201475,4.884377428,1.308094458,9.008285428,7.394978992,0.421637021,4.136078198,2.201550680
2005,29,Columbus Blue Jackets (CBJ),8.047158303,5.034518119,2.148306422,7.479512083,4.700715723,0.905569930,5.232639113,5.682695652
2014,25,Dallas Stars (DAL),6.987143055,5.074735577,1.633679149,5.358257587,5.152628439,0.502096445,5.095392547,3.886628662
2016,16,Chicago Blackhawks (CHI),4.914793554,4.098483970,1.465298098,4.309390932,5.891048586,0.320256308,3.897471411,3.562815912
2013,2,NY Islanders Islanders (NYI),8.413054569,4.763038784,1.442042711,9.199742193,7.021897983,0.266746783,5.274454644,4.725747804
2018,29,Columbus Blue Jackets (CBJ),5.482157792,4.654492010,1.527602832,4.697158731,7.405929730,0.557504090,3.900341014,3.294462788
2005,18,Nashville Predators (NSH),6.587867637,4.216652550,2.108749724,15.135866161,4.888194395,0.826159599,4.268005742,4.504935565
2010,20,Calgary Flames (CGY),6.309699859,4.713089561,1.554804624,8.795047064,7.253558721,0.276724731,5.565201836,3.854719038
2018,20,Calgary Flames (CGY),6.155322023,3.695932768,1.774766906,5.535311745,5.420010906,0.409073869,6.705789389,4.363695149
2013,26,Los Angeles Kings (LAK),7.924281088,4.348592463,1.384668802,6.472624799,9.051278419,0,7.060907184,2.427935706
2018,1,New Jersey Devils (NJD),5.314370330,5.196357735,1.441362166,4.495374579,7.549975743,0.162221421,3.389381796,5.019450078
2003,25,Dallas Stars (DAL),6.417270882,3.917081533,1.970803968,9.325205599,6.018463767,0.701552840,13.092188717,6.352439300
2018,7,Buffalo Sabres (BUF),7.712128310,4.979702390,1.635934611,4.505765537,5.781491246,0.361620285,3.910456069,3.795746607
2005,26,Los Angeles Kings (LAK),5.986683941,4.402505114,2.118901505,7.273238618,5.849391816,0.782828533,5.282773165,4.375851565
2014,20,Calgary Flames (CGY),6.084340836,6.548267011,1.493704189,5.731361653,7.499312439,0.162221421,6.529068387,6.229432731
2017,53,Arizona Coyotes (ARI),4.443822789,5.238343622,1.405563857,6.921863558,6.796878767,0.419058177,3.915105207,3.083789243
2014,29,Columbus Blue Jackets (CBJ),6.156891129,4.711366012,1.106213210,7.605701961,8.460298390,0.458626952,3.096343655,2.511293564
2013,10,Toronto Maple Leafs (TOR),6.073533146,5.023724204,1.464623484,10.976249304,9.952938039,0.590576403,7.276507471,3.221497909
2006,30,Minnesota Wild (MIN),6.757511939,3.865309921,2.605143879,4.033764378,5.081521657,0.751067616,4.127685402,2.943461841
2008,12,Carolina Hurricanes (CAR),5.682410562,4.176295181,2.128033958,5.220656592,8.263036837,0.692083072,5.000900820,3.894054913
2014,1,New Jersey Devils (NJD),5.138272980,6.291462752,1.558713406,3.620020983,8.005909979,0.459605867,4.553225609,3.029020376
2011,52,Winnipeg Jets (WPG),6.128013753,4.639075449,1.801317502,6.306367439,5.413668609,0.557504090,3.980244005,2.975374405
2008,15,Washington Capitals (WSH),5.974816757,4.374047346,1.679302504,7.820760569,7.903579685,0.471069121,7.074336042,4.909711107
2016,15,Washington Capitals (WSH),6.375240974,4.147085643,1.568063624,4.834748175,6.241633055,0.458349249,4.827268483,3.034812026
2014,18,Nashville Predators (NSH),7.135869598,3.979610733,1.330950251,4.886976538,5.967105597,0.513314780,3.293090409,3.121227882
2003,7,Buffalo Sabres (BUF),7.810826397,4.500750688,1.597670978,7.943777666,5.986345825,0.743338787,4.591086808,4.687373622
2017,9,Ottawa Senators (OTT),5.469132601,4.566656803,1.640790112,7.168394931,7.808038516,0.828363559,3.865804502,3.750075074
2014,21,Colorado Avalanche (COL),7.451217009,5.420127100,1.518928194,6.612338155,7.912417406,0.769972170,2.744113469,6.041851393
2014,14,Tampa Bay Lightning (TBL),5.555874935,4.683217229,1.430343994,7.749972792,6.003710054,0.455880752,3.288634171,3.062110093
2013,16,Chicago Blackhawks (CHI),7.159904164,4.787954301,1.587553213,6.887725789,6.956518346,0.622833061,5.082193185,4.340608563
2018,8,Montreal Canadiens (MTL),7.589235220,3.882901374,1.330124344,5.705432220,9.025903643,0.279772416,5.205234571,3.018834266
2013,13,Florida Panthers (FLA),6.282864812,4.468998906,1.512549132,8.839972961,7.729102431,0.474983954,3.996187207,2.882030111
2014,6,Boston Bruins (BOS),6.117468710,3.990416447,1.106898923,5.725974746,6.157833947,0.607757657,3.031119874,3.222015112
2008,1,New Jersey Devils (NJD),6.104826579,4.901037448,1.243470340,8.832046310,8.074963902,0.610826689,3.285312361,2.448803515
2013,5,Pittsburgh Penguins (PIT),5.963545859,4.799402305,1.708250118,5.913281572,6.149369910,0.550050151,4.327544601,3.223390126
2005,24,Anaheim Ducks (ANA),6.281450032,4.044559769,2.079500980,8.388503953,6.428565784,0.687213020,3.977175277,3.907264271
2011,1,New Jersey Devils (NJD),5.933060020,4.859899034,1.499249061,8.322064453,7.784542318,0.491672393,4.030104433,3.123821099
2003,22,Edmonton Oilers (EDM),7.973962885,5.076294787,1.832718980,12.392904586,6.357823678,0.594014186,9.684900479,3.169155020
2016,18,Nashville Predators (NSH),5.311861540,4.292758761,1.537623398,5.564270942,7.855844048,0.798311711,4.698784037,3.127324532
2013,21,Colorado Avalanche (COL),6.312398331,3.611365810,1.469461538,9.865092848,8.788044705,0.446258350,3.992257799,4.417088245
2009,24,Anaheim Ducks (ANA),5.688376291,4.103584556,1.649847660,7.980069641,8.443269445,0.505035374,4.016161682,2.117021818
2010,15,Washington Capitals (WSH),5.866370683,4.469872155,1.787646920,7.120705965,5.180676231,0.594622778,4.042286602,3.113463862
2006,24,Anaheim Ducks (ANA),6.524718478,3.478680714,2.080396304,9.402711078,8.086423431,0.631490687,3.729088033,3.040980266
2017,6,Boston Bruins (BOS),5.371764687,4.898979486,1.491718883,9.414862699,6.652575197,0.450225169,4.550847197,4.074567720
2003,27,Phoenix Coyotes (PHX),5.901304671,3.142514411,1.679710859,9.792125116,6.129488961,0.603560862,5.773708885,4.428174585
2013,6,Boston Bruins (BOS),6.652853436,5.013746286,1.296731071,7.199677606,8.074384281,0.715171997,3.408333045,3.177603813
2018,18,Nashville Predators (NSH),5.735125689,3.846326919,1.752470783,4.549161658,6.232873972,0.505736325,4.702427087,4.035420100
2010,8,Montreal Canadiens (MTL),6.280230533,4.651991578,1.586889607,7.066294900,5.567158374,0.498310235,3.831646052,2.396860294
2017,14,Tampa Bay Lightning (TBL),6.231658721,4.420629256,1.527370019,4.330907152,4.585213417,0.413154950,4.734486533,3.326688493
2018,16,Chicago Blackhawks (CHI),7.287309383,3.340622112,1.378404875,6.757380789,6.078851785,0.300406229,3.780727766,2.872069026
2008,13,Florida Panthers (FLA),7.132276591,4.844736471,1.718561449,7.073190937,7.519544105,0.721817859,4.024138876,2.564190920
2014,22,Edmonton Oilers (EDM),7.037224064,4.575197529,1.452966315,5.341069839,7.592472960,0.474578998,5.804109552,2.729826359
2016,7,Buffalo Sabres (BUF),5.190650936,3.585243123,1.623243862,4.971985008,7.702967888,0.439155033,3.266958199,2.689780778
2018,26,Los Angeles Kings (LAK),6.309921926,5.013073327,1.307096792,5.192775008,6.239593225,0.590066215,4.682640869,3.277947417
2005,28,San Jose Sharks (SJS),7.339064100,4.033456182,1.769783075,6.343756241,7.028363814,0.675615613,7.083691035,3.459113393
