Season,team_id,Team,Shots,Shots Blocked,Power Play Opportunities,PIM,Player Hits,Giveaways,Takeaways,Injured Players
2017,26,Los Angeles Kings (LAK),5.673053478,4.898290759,1.497636464,5.961074815,6.686744395,5.123310755,4.429839927,0.627743641
2018,9,Ottawa Senators (OTT),6.889037626,4.438969863,1.411825896,5.496164777,7.062569790,4.913969731,4.786677418,0.455880752
2017,21,Colorado Avalanche (COL),7.709243311,4.631625196,1.513205138,7.275777411,5.843299080,5.054359163,3.625071191,0.560190873
2017,20,Calgary Flames (CGY),7.443862929,4.292389640,1.609228365,10.122050349,6.577960097,4.170017619,3.309970283,0.342569987
2015,8,Montreal Canadiens (MTL),7.284927964,5.863954716,1.624708009,6.219446235,9.788657404,4.238503543,3.283089622,0.537400149
2016,10,Toronto Maple Leafs (TOR),6.838841123,5.948236092,1.499019287,15.553107717,7.547273981,3.670916814,4.171129263,0.610826689
2003,14,Tampa Bay Lightning (TBL),6.968717616,3.566181019,1.703678669,9.799073872,5.283079061,4.071421200,3.338595287,0.553066319
2006,30,Minnesota Wild (MIN),5.417894079,5.393928711,1.393061658,8.617137618,6.386663737,5.873842379,3.342968531,0.790462718
2016,19,St Louis Blues (STL),5.384467707,5.006452293,1.426371107,5.234156703,7.104433332,4.989779344,2.335263037,0.675615613
2015,7,Buffalo Sabres (BUF),6.305859904,4.334272430,1.464856204,5.625839593,8.854481872,3.051595203,3.612547282,0.619732425
2010,13,Florida Panthers (FLA),8.139849068,5.082181759,1.960534998,5.431312886,6.954473803,4.972191577,3.507015778,0.591252765
2014,14,Tampa Bay Lightning (TBL),8.180487630,3.709600195,1.335187644,8.571206860,7.319764161,4.510147503,3.074644906,0.789608625
2005,21,Colorado Avalanche (COL),6.648490742,4.751446970,2.035448337,7.096025384,4.441401342,6.931513827,4.657645029,0.969856063
2005,20,Calgary Flames (CGY),7.116786399,5.401385418,2.444257648,7.204244442,6.471515440,7.346775258,6.319211377,0.873181915
2006,9,Ottawa Senators (OTT),6.926306227,4.594799178,2.171493637,7.961405301,6.776845950,5.486346690,4.932298055,0.843907274
2013,12,Carolina Hurricanes (CAR),6.568645105,5.109066852,1.242521488,5.106689006,8.815472228,4.014313123,3.460008659,0.537400149
2018,28,San Jose Sharks (SJS),6.071159227,5.514026404,1.814471739,8.515445996,6.216139044,4.672272274,5.196090740,0.474341649
2015,3,NY Rangers Rangers (NYR),6.934975368,4.788930455,1.595691211,4.581877220,7.771816903,4.188397576,2.186210502,0.633354545
2008,18,Nashville Predators (NSH),7.528780757,3.885156939,2.025237591,10.038339204,6.698021504,4.882345910,3.871343641,0.810643483
2017,14,Tampa Bay Lightning (TBL),6.282865226,4.974186567,1.443334609,5.278920209,4.476348466,4.896438163,4.780308709,0.582460568
2006,29,Columbus Blue Jackets (CBJ),6.288918656,4.578383249,2.201770915,8.540631696,5.350050850,5.420838566,3.718394551,0.685139975
2015,5,Pittsburgh Penguins (PIT),6.853025898,4.232187544,1.089121750,4.709424453,8.558752961,4.716115111,3.150384885,0.545249757
2009,16,Chicago Blackhawks (CHI),5.198489348,4.715524079,1.617632264,7.067154262,7.226899071,4.668786871,3.294169388,0.753758016
2014,21,Colorado Avalanche (COL),7.478806033,4.579110609,1.731134136,7.086483893,9.400607883,3.485571165,4.603225232,0.639320075
2014,20,Calgary Flames (CGY),6.665392244,5.252446426,1.605688678,4.654262795,7.740501452,4.475315576,4.707368396,0.503190390
2013,9,Ottawa Senators (OTT),8.045349108,4.170091508,1.643803696,8.275490308,7.134553827,5.649252466,3.168515262,0.582357737
2006,1,New Jersey Devils (NJD),6.254500513,3.953499269,1.880687202,6.805361454,6.767054741,4.413947247,4.303972825,0.881693056
2005,24,Anaheim Ducks (ANA),6.435145321,4.350242386,1.873108339,9.036515145,6.852489658,3.849590324,4.452052126,0.833594080
2011,2,NY Islanders Islanders (NYI),5.469395370,4.246754129,1.632020853,5.352050490,6.383696993,3.828464817,4.936019217,0.696362431
2018,53,Arizona Coyotes (ARI),6.502983847,4.302495902,1.472189332,5.640488872,8.458838976,4.630911803,3.280416681,0.537400149
2013,30,Minnesota Wild (MIN),7.168820409,4.234420101,1.528855250,6.281251715,7.816715762,4.456070257,3.003675642,0.617683658
2017,15,Washington Capitals (WSH),5.081325791,4.523159776,1.632207880,7.541339064,4.955183766,4.227807821,3.443220764,0.638507876
2003,23,Vancouver Canucks (VAN),5.998247992,5.025610088,1.595790258,8.887518663,7.156760386,7.779429254,5.026506318,1.068242080
2003,16,Chicago Blackhawks (CHI),6.283487810,4.377704407,2.342780442,11.231844842,7.381496223,4.977688484,3.817027807,0.796507312
2003,26,Los Angeles Kings (LAK),7.386783100,3.546135231,1.703203130,12.555701719,4.771663103,6.825693378,4.621077186,0.692083072
2003,20,Calgary Flames (CGY),5.570329562,4.918153647,1.958390696,8.347192956,6.450587883,7.273527458,3.319663849,0.701738537
2003,21,Colorado Avalanche (COL),5.141362995,3.262468004,1.335991748,10.755260585,5.330741667,5.674208196,5.565046981,0.872550593
2014,17,Detroit Red Wings (DET),6.724188777,5.218642949,1.386875417,2.896357866,7.578418861,3.064129385,4.016669470,0.730091113
2017,53,Arizona Coyotes (ARI),6.717469036,3.543286335,1.624132038,6.420622263,6.579439519,5.140465956,4.699766471,0.590576403
2018,25,Dallas Stars (DAL),5.696792193,5.179503882,1.345257076,6.461763379,7.952117161,4.251220353,3.403974814,0.537400149
2015,4,Philadelphia Flyers (PHI),6.397109963,5.182081460,1.647268061,7.731609003,6.688772872,4.212980697,3.516288628,0.557773351
2006,6,Boston Bruins (BOS),6.121715187,3.863031953,1.918994446,8.748832122,7.212588202,4.900599251,3.846664191,0.696362431
2003,24,Anaheim Ducks (ANA),5.631543813,4.080441153,1.794833856,8.446470100,7.406989406,6.453250688,5.779204647,0.908513525
2005,23,Vancouver Canucks (VAN),6.015685992,4.617980814,2.024915923,8.581174606,5.804361435,5.843441084,7.445439285,0.601680908
2010,17,Detroit Red Wings (DET),7.371929554,4.712770969,1.729448175,7.986663057,6.532202513,4.156293394,4.012368266,0.765235641
2016,29,Columbus Blue Jackets (CBJ),6.742939040,4.517566088,1.353489111,5.298961370,5.997898792,5.158007563,2.797057277,0.560611911
2017,5,Pittsburgh Penguins (PIT),5.992685600,4.319244198,1.479960608,8.468884065,7.248062704,5.368599664,3.769327163,0.498310235
2005,16,Chicago Blackhawks (CHI),6.339849659,5.208995453,2.216170438,15.521998339,5.421982838,6.428516612,4.298019657,0.917792102
2017,4,Philadelphia Flyers (PHI),7.071721579,5.534644540,1.504143164,4.461069152,6.521002288,4.720042915,2.823015548,0.474079178
2010,16,Chicago Blackhawks (CHI),6.254175393,4.906411570,1.767146575,5.830257527,5.678759820,4.564132890,3.590924232,0.680358721
2017,2,NY Islanders Islanders (NYI),5.387409589,4.827685096,1.404372364,5.870823778,5.619325018,4.901882241,4.408384614,0.589138291
2009,12,Carolina Hurricanes (CAR),5.320624196,5.244623235,1.805674068,9.005246634,7.568847296,4.241686320,4.875369808,0.643665280
2010,8,Montreal Canadiens (MTL),7.468693093,4.435472275,1.779702624,9.018050575,6.717853426,4.382673529,5.303730259,0.655095258
2008,19,St Louis Blues (STL),6.216199896,4.028800222,1.757438075,10.552457266,5.073927940,4.392014320,3.337834798,0.647239460
2011,15,Washington Capitals (WSH),6.438722145,5.328867178,1.778843926,3.691582016,5.402747684,3.958013772,3.745367509,0.608797931
2015,18,Nashville Predators (NSH),6.496360728,5.946079032,1.290994449,13.571797733,6.985936108,3.177907975,3.172233135,0.720777025
2006,25,Dallas Stars (DAL),6.263877979,4.482685237,1.981697632,8.030138909,8.331443780,6.141823614,3.883075148,0.820618246
2009,10,Toronto Maple Leafs (TOR),5.385391260,5.167794265,1.416367735,8.206853174,6.783228960,6.840963418,3.633180425,0.689644659
2013,29,Columbus Blue Jackets (CBJ),5.580595840,4.776517006,1.570218789,6.813992906,6.294182564,5.129628682,2.894454654,0.536143071
2006,5,Pittsburgh Penguins (PIT),5.657517787,4.771348422,2.443966647,7.929778142,6.248483299,5.831595623,4.646352181,0.854242196
2018,13,Florida Panthers (FLA),4.986016482,5.809410405,1.352897014,4.583394758,7.164937986,4.980592967,4.408223274,0.617560832
2006,10,Toronto Maple Leafs (TOR),6.429100507,4.777082040,2.341925572,5.847638138,7.110438336,5.604714133,3.485868909,0.729857731
2009,9,Ottawa Senators (OTT),5.606715296,3.472880280,1.932183566,8.815742039,7.037946597,3.572598709,2.915915654,0.708917557
2010,20,Calgary Flames (CGY),6.626795184,4.186529234,2.047850994,7.259249045,10.272781027,4.113626371,4.237151573,0.605282055
2010,21,Colorado Avalanche (COL),5.894976739,3.532559834,1.341193051,8.006753906,8.089959669,4.954447148,4.135105694,0.797895129
2011,3,NY Rangers Rangers (NYR),4.862800160,4.500793581,1.841970994,7.913169654,7.541788344,5.893431910,3.219361072,0.691788572
2009,8,Montreal Canadiens (MTL),9.270752065,5.762366931,1.786500381,6.658660752,6.988837802,6.155604996,3.396956491,0.932375715
2017,18,Nashville Predators (NSH),6.462056889,3.840433979,1.473328549,6.799767798,5.872095693,4.470545297,3.414470087,0.541322336
2016,6,Boston Bruins (BOS),5.626354987,4.743203106,1.327585451,5.091073398,6.536516342,3.118011754,3.746703454,0.640512615
2011,7,Buffalo Sabres (BUF),6.200116244,4.528687338,1.533901187,8.535388266,7.060761599,3.707795537,4.023205959,0.607757657
2014,13,Florida Panthers (FLA),6.400105041,5.018453342,1.819594562,7.617648681,9.001213737,5.055989044,2.951996903,0.518562979
2018,1,New Jersey Devils (NJD),6.468657337,4.334190381,1.228224267,4.556972991,8.916596318,5.655596807,4.528792038,0.603451429
2017,24,Anaheim Ducks (ANA),7.629900695,4.118049700,1.639066338,6.937403268,6.027235196,4.487518302,3.432872760,0.552384110
2018,6,Boston Bruins (BOS),5.971253675,3.314996799,1.503482238,7.564388476,9.036139766,4.662278639,5.857968033,0.548584241
2010,19,St Louis Blues (STL),5.496896671,3.280050329,1.558387445,15.154443007,8.560661227,4.466719971,3.525305345,0.828078671
2014,52,Winnipeg Jets (WPG),5.073289326,5.369689974,1.469461538,10.028409148,7.693127487,4.554162743,3.508575149,0.547202897
2016,53,Arizona Coyotes (ARI),7.801658350,5.277309921,1.904880949,8.679614870,5.046136350,5.384501569,3.680062111,0.494413232
2011,4,Philadelphia Flyers (PHI),6.093647486,4.996824388,1.872736729,12.081568016,7.623689062,2.244393367,3.481812154,0.802772972
2008,7,Buffalo Sabres (BUF),5.937613599,4.786272914,1.999249108,13.032357513,6.588961558,4.879324524,6.040777350,0.587660910
2013,13,Florida Panthers (FLA),5.863487683,5.141770598,1.345271756,10.398287852,8.226666930,4.912031024,3.146232745,0.542127696
2003,8,Montreal Canadiens (MTL),8.122812650,4.458118683,1.796155211,8.658036335,5.557663580,5.425363227,4.138859320,0.601089575
2013,3,NY Rangers Rangers (NYR),6.467272204,5.929154919,1.374861412,5.959108625,5.855578953,4.675572223,3.008524474,0.434769353
2011,14,Tampa Bay Lightning (TBL),6.949625695,5.066524417,1.816259563,6.950381846,4.787684401,2.613490067,4.663930987,0.626012693
2003,22,Edmonton Oilers (EDM),6.610574839,4.417240316,2.057725500,9.952062276,7.475385032,5.288664290,4.484876154,0.883618006
2014,12,Carolina Hurricanes (CAR),6.121715187,5.697674268,1.338976155,4.423153368,7.471851941,4.672105674,3.831780224,0.549169647
2009,21,Colorado Avalanche (COL),6.581200128,4.183008603,1.868219447,8.462326844,6.182390413,3.708921347,3.229248950,0.699302789
2009,20,Calgary Flames (CGY),6.831794369,4.848862855,1.571936753,9.441559719,9.681360697,5.825162969,3.110211296,0.759110211
2010,9,Ottawa Senators (OTT),5.763042602,4.579315235,1.602806926,6.606820046,5.786382208,4.181939765,2.806718215,0.718085807
2005,26,Los Angeles Kings (LAK),5.452298974,4.546060566,2.490880804,12.414192664,5.033159277,5.458233019,5.154037501,1.022503213
2005,12,Carolina Hurricanes (CAR),6.822282869,5.347812553,2.082387173,8.693738038,6.967319681,5.391016886,4.057766068,0.917792102
2008,17,Detroit Red Wings (DET),5.987023004,3.955606830,1.848852068,3.880251178,5.813162405,4.005551703,4.130029401,0.649175301
2018,17,Detroit Red Wings (DET),7.376287371,4.299001077,1.588419631,5.294832992,5.665403328,3.789239150,3.636619309,0.438529010
2011,18,Nashville Predators (NSH),7.012080614,3.895231794,1.982318714,6.162163722,4.470545297,4.559079541,2.990263955,0.525319113
2010,27,Phoenix Coyotes (PHX),6.144038277,5.498051603,2.035206007,7.893135454,5.291502622,4.989194674,4.241424588,0.734630887
2015,15,Washington Capitals (WSH),5.786102227,4.499749743,1.341193051,4.738824375,7.948218302,2.870843385,3.489366085,0.606521119
2013,10,Toronto Maple Leafs (TOR),7.281868562,4.036570629,1.804128058,10.481516833,10.511375951,3.517725152,2.586550580,0.567407455
2009,29,Columbus Blue Jackets (CBJ),6.206605451,5.640878672,1.671861822,7.764600723,7.229259652,5.342192845,5.290465423,0.702781928
2010,5,Pittsburgh Penguins (PIT),5.992685600,5.060364359,1.837530467,8.095332788,6.543222844,4.046791101,4.185154665,0.781879807
2016,9,Ottawa Senators (OTT),6.539926217,4.719681856,1.646545205,6.025870154,6.364085740,4.116941383,2.640346298,0.549169647
2005,11,Atlanta Thrashers (ATL),5.569339625,3.789501799,2.936806311,11.431070191,5.612425967,4.667196808,3.950605960,0.683327573
2011,13,Florida Panthers (FLA),5.797986112,5.429753131,1.343283169,7.446585516,8.793222853,4.871025023,4.168994134,0.633354545
2008,2,NY Islanders Islanders (NYI),5.948570480,4.753077913,2.360774760,12.143640077,6.354398349,5.042987328,4.929445304,0.603451429
2014,7,Buffalo Sabres (BUF),6.458588953,4.356858853,1.732666648,9.609776020,7.327776031,3.582893607,2.975002540,0.718085807
2016,30,Minnesota Wild (MIN),6.006874369,4.733786028,1.240839450,5.354941347,6.957638260,4.977090372,2.737163403,0.534522484
2016,25,Dallas Stars (DAL),6.281198409,3.561767284,1.497244717,7.406980718,6.255568090,3.716289926,3.817731666,0.688821076
2003,2,NY Islanders Islanders (NYI),5.720990275,3.707795537,1.908177440,12.074779514,5.638243502,5.423644155,2.605146212,0.683349813
2017,17,Detroit Red Wings (DET),5.612218545,4.371282204,1.633912381,10.572145963,5.116070189,4.573720468,4.790976253,0.596536550
2018,30,Minnesota Wild (MIN),7.485785487,3.690073571,1.800110634,7.180065655,7.310430203,4.528477931,2.898103564,0.534047057
2017,16,Chicago Blackhawks (CHI),5.601774708,5.715738768,1.449862787,5.800098373,5.358611267,4.941246393,4.445026238,0.639068391
2005,22,Edmonton Oilers (EDM),5.267346511,5.085238355,2.319023015,8.282462815,6.980694412,7.692031034,4.276540532,0.899842541
2006,11,Atlanta Thrashers (ATL),6.414676681,3.961028098,1.910832816,15.020584167,7.205944839,6.804221917,5.143517204,0.828576165
2015,20,Calgary Flames (CGY),6.364272799,4.896062558,1.108051343,6.226097149,6.917828359,4.458183131,3.525305345,0.478091444
2015,21,Colorado Avalanche (COL),6.240789008,4.330907152,1.423736994,6.800128068,9.607851519,5.148690028,2.697179040,0.483977514
2017,8,Montreal Canadiens (MTL),6.237321824,4.962341313,1.242521488,7.440814606,7.182412167,6.025026529,3.515341353,0.590066215
2008,27,Phoenix Coyotes (PHX),5.650081718,5.211445016,1.876438387,10.492310927,6.411560505,5.452635256,3.702730102,0.602796287
2014,19,St Louis Blues (STL),6.837452066,4.056100585,1.621921894,7.009324549,7.910440890,5.267755618,3.261615878,0.728031613
2017,7,Buffalo Sabres (BUF),6.245567418,4.695341355,1.374426041,3.390221064,6.983214991,5.063255634,4.132582259,0.594546099
2010,6,Boston Bruins (BOS),6.018160348,4.951190333,1.542004467,10.123522820,5.768758222,4.817543997,4.041059110,0.786291274
2015,9,Ottawa Senators (OTT),6.305013923,5.196357735,1.408418097,10.764648956,6.445746886,3.378452346,2.675025425,0.503190390
2013,8,Montreal Canadiens (MTL),5.324772777,4.831454100,1.467380362,8.024601596,7.203943009,3.272261039,3.444709805,0.525625391
2013,26,Los Angeles Kings (LAK),7.063403335,4.106280368,1.316561177,7.030154829,6.456163821,4.251998022,3.601904767,0.483045892
2018,4,Philadelphia Flyers (PHI),6.599711188,4.873725533,1.532251665,5.728879201,7.180065655,3.534427307,4.389953615,0.601680908
2015,14,Tampa Bay Lightning (TBL),5.380804617,4.306863753,1.423487193,6.513799773,5.756312634,3.745457182,3.219009151,0.603451429
2016,28,San Jose Sharks (SJS),4.857983121,5.323502845,1.478952869,7.275311590,7.149203530,6.127740721,2.525426257,0.487136108
2009,6,Boston Bruins (BOS),6.355526143,5.176637021,1.983059156,9.555576478,5.367468360,5.766135022,3.638525305,0.846521819
2010,12,Carolina Hurricanes (CAR),7.072190115,5.171042694,1.582393205,5.716239745,5.917421146,4.569307544,3.741233139,0.723198364
2013,7,Buffalo Sabres (BUF),8.375628161,4.024385855,1.308644569,7.495567741,7.016752654,6.020657198,3.930228194,0.529812943
2008,13,Florida Panthers (FLA),7.513751157,5.222525708,1.398733876,7.423888073,6.428399826,5.058516441,3.445195113,0.685543558
2014,8,Montreal Canadiens (MTL),6.066077587,6.157590106,1.709802159,4.481526981,6.587252226,4.029172897,3.923250169,0.639068391
2005,7,Buffalo Sabres (BUF),5.981528021,4.392208781,1.630098148,8.091581070,4.715524079,4.522100476,5.098357810,0.922795729
2003,15,Washington Capitals (WSH),7.542671403,3.605551275,1.949435893,7.514450543,7.811979712,5.324034687,3.845359123,0.740302673
2005,29,Columbus Blue Jackets (CBJ),6.902748540,5.148782121,2.217222129,7.503626435,6.906456871,7.286310944,4.830851540,0.774780288
2018,14,Tampa Bay Lightning (TBL),6.934336323,3.863563835,1.413258980,5.533604858,5.749963328,5.907176723,4.119831240,0.484580039
2014,26,Los Angeles Kings (LAK),7.965296350,5.846787303,1.275661210,5.939955601,9.962839918,3.664446071,5.025751609,0.589138291
2014,5,Pittsburgh Penguins (PIT),5.430074980,3.615991818,1.390158150,10.045610271,7.762496326,4.170474451,3.561701038,0.736249613
2016,1,New Jersey Devils (NJD),7.023127816,5.272599008,1.311190001,8.450527286,7.226702237,3.956975822,3.300286638,0.649555172
2014,16,Chicago Blackhawks (CHI),6.172690022,5.666666667,1.462750710,5.215045225,7.935078164,4.071618607,3.816748298,0.483977514
2005,8,Montreal Canadiens (MTL),6.257693677,4.142980294,2.248632742,5.839860294,7.621398447,4.523922304,6.045003184,0.760116950
2015,53,Arizona Coyotes (ARI),6.822174396,4.567917799,1.198875134,6.066038691,7.253844082,3.825561480,3.694160987,0.557773351
2016,15,Washington Capitals (WSH),5.875029054,4.108814055,1.541035339,6.274933459,7.352470573,3.625771433,4.359477264,0.539218233
2015,6,Boston Bruins (BOS),5.931888535,4.090542712,1.664522430,10.488088482,8.636715646,4.881451775,3.100947116,0.592947975
2008,25,Dallas Stars (DAL),5.033835098,3.778977675,1.838888959,13.747299200,9.403021149,4.491448457,3.048074196,0.645605702
2006,19,St Louis Blues (STL),7.535454369,4.731556242,2.367393487,8.529590366,5.722916922,4.672792836,3.785970208,0.714112964
2018,23,Vancouver Canucks (VAN),5.397390431,3.872908375,1.532459479,6.929921322,7.232170997,5.503087508,4.300892596,0.634380820
2008,8,Montreal Canadiens (MTL),5.399000495,5.988017135,2.303034575,6.144813273,5.964178784,5.101820403,3.534411336,0.644882172
2008,26,Los Angeles Kings (LAK),6.551138635,4.002439196,1.513205138,7.527227854,7.323396216,4.533492313,3.311414421,0.557504090
2003,11,Atlanta Thrashers (ATL),4.897464160,3.775230016,2.190643827,11.594358533,6.117054322,3.695567612,3.234638773,0.913979007
2011,25,Dallas Stars (DAL),6.626246513,5.215057564,1.755716288,9.047318291,5.403408683,3.081305640,2.931357560,0.603560862
2005,19,St Louis Blues (STL),5.517648452,5.090529645,2.224681179,8.798629042,4.416689128,7.423418543,3.475994776,0.920231165
2009,30,Minnesota Wild (MIN),6.896859189,3.526365893,1.426624131,5.961199329,6.686381107,4.396677067,3.394471372,0.735544452
2008,14,Tampa Bay Lightning (TBL),6.416496596,3.840779517,1.965576776,7.045205507,5.752777107,4.326001123,4.088310863,0.828078671
2016,5,Pittsburgh Penguins (PIT),7.198076987,3.876277277,1.591550512,5.315708491,12.198557489,5.775972807,3.187108040,0.685543558
2017,22,Edmonton Oilers (EDM),6.529068387,5.740971017,1.574376979,5.519975364,7.111787742,4.374047346,3.248919286,0.489578447
2013,16,Chicago Blackhawks (CHI),5.708969653,5.661164234,1.717742353,6.772433363,7.862051049,5.428930546,3.719240865,0.457229957
2018,2,NY Islanders Islanders (NYI),7.593373243,3.590825198,1.171314322,5.659179781,7.977252510,4.588004646,3.970373929,0.646689788
2006,12,Carolina Hurricanes (CAR),6.070050479,5.116526767,1.893138759,5.785425987,9.970597801,6.448812254,4.881939505,0.959433594
2017,52,Winnipeg Jets (WPG),6.379158034,4.051956759,1.484058338,6.046825826,5.967975716,4.103091228,3.530281574,0.537400149
2014,18,Nashville Predators (NSH),5.510379816,5.329165038,1.276154939,6.473143541,6.767041979,3.820059835,3.519898087,0.654047229
2010,15,Washington Capitals (WSH),6.125211721,4.916029031,1.637532128,8.224416432,6.110763496,4.080333664,4.025391742,0.978169267
2008,10,Toronto Maple Leafs (TOR),5.286250509,4.450427654,1.737676471,8.189937428,8.964812763,4.469953074,4.303605584,0.545249757
2005,5,Pittsburgh Penguins (PIT),7.122585993,3.597838857,2.299301369,8.912066255,4.515405728,5.030686614,4.445870642,0.797895129
2008,28,San Jose Sharks (SJS),6.189087558,4.756061408,1.624696784,7.876105194,9.643183654,4.801620097,3.050870008,0.776919303
2003,18,Nashville Predators (NSH),5.782499597,3.845426061,1.824872250,20.418692805,5.813503711,7.188780942,3.851612732,0.861891607
2005,10,Toronto Maple Leafs (TOR),5.832903188,3.949899615,2.137685964,12.786600606,7.280842572,4.568430230,4.902462586,0.828029590
2013,2,NY Islanders Islanders (NYI),5.592520188,5.198557492,1.525635639,6.004218602,8.109981188,5.838861849,3.613986364,0.675106829
2013,25,Dallas Stars (DAL),7.287677395,5.758350977,1.549560576,7.680867957,8.382269780,4.116113429,3.724987708,0.515064663
2003,19,St Louis Blues (STL),6.682725756,3.479350852,1.859339360,8.880911453,4.196437064,5.067610114,2.648925579,0.746982726
2003,17,Detroit Red Wings (DET),5.809155601,4.604756093,1.870648346,14.485648349,5.214042081,7.251785578,2.832956234,0.686283582
2014,53,Arizona Coyotes (ARI),5.363900500,5.464749954,1.264911064,5.406345478,10.331489851,5.592724866,4.378518993,0.421637021
2011,8,Montreal Canadiens (MTL),6.255410176,5.389851377,1.862446119,5.453867043,5.564058611,3.888287113,4.495374579,0.721544101
2016,18,Nashville Predators (NSH),6.195940812,5.126959556,1.507652438,5.298921723,6.454726335,3.862723770,3.220347019,0.649175301
2011,28,San Jose Sharks (SJS),6.488780939,6.217966034,1.504893977,8.783644256,8.769986087,4.440636366,3.984931511,0.612554338
2011,26,Los Angeles Kings (LAK),5.734773271,5.214325382,1.609891190,6.201741140,7.063066843,4.661515819,3.184689547,0.687213020
2010,11,Atlanta Thrashers (ATL),6.524531569,4.499864497,1.628631028,10.325672481,7.570079099,3.743286674,2.968534171,0.830074930
2011,16,Chicago Blackhawks (CHI),6.114600208,3.773456747,1.896316711,7.105033978,7.288018968,3.875461703,4.607804623,0.503190390
2014,23,Vancouver Canucks (VAN),6.218432886,5.256768346,1.573413567,6.359271667,7.116674703,5.287848763,2.556915158,0.443439574
2005,30,Minnesota Wild (MIN),7.740825400,4.871770012,2.073871903,7.833110802,5.195503090,6.272812618,5.593518516,0.766188315
2005,4,Philadelphia Flyers (PHI),5.758845012,5.040941907,1.991625425,7.008428171,7.311403047,5.105780062,3.759955964,0.961565816
2010,30,Minnesota Wild (MIN),5.052427835,3.833235408,2.204622498,5.950496484,7.383225041,5.419351379,2.799345698,0.681149003
2008,24,Anaheim Ducks (ANA),7.161374539,4.205673274,1.659896158,9.954325120,6.019113700,3.633345731,2.830019259,0.690997451
2011,1,New Jersey Devils (NJD),6.356997044,5.725843631,1.748873511,6.942600356,8.779326658,5.157868126,3.812418463,0.647239460
2006,13,Florida Panthers (FLA),6.549716062,4.666957018,1.955916603,6.573505580,8.643198369,5.688670812,5.255426928,0.781649288
2003,7,Buffalo Sabres (BUF),5.550207636,3.319792316,1.835175160,9.485645865,6.996674457,4.704320422,5.237884634,0.626012693
2008,4,Philadelphia Flyers (PHI),5.964736212,4.482197016,1.949050743,8.371892772,9.595732285,4.769774706,3.959631129,0.747367753
2006,20,Calgary Flames (CGY),5.763803308,4.878443025,1.747560658,8.086585011,4.507137197,6.252555033,5.517864206,0.749073502
2005,9,Ottawa Senators (OTT),4.649287366,5.447804276,2.354327323,8.098745739,6.227945214,3.906039280,4.684320350,0.848902186
2006,21,Colorado Avalanche (COL),5.733532917,4.588624688,2.164632302,4.494979023,5.930368837,5.485854044,4.597915292,0.708111909
2008,16,Chicago Blackhawks (CHI),7.732204571,5.488929062,2.089785019,9.658518909,8.499973786,4.484176974,4.037259620,0.660173369
