Season,team_id,Team,Shots,Shots Blocked,Power Play Opportunities,PIM,Player Hits,Giveaways,Takeaways,Injured Players
2017,5,Pittsburgh Penguins (PIT),31,15,3.6,7.85,22.15,8.2,8.5,2.8
2005,16,Chicago Blackhawks (CHI),28.583333333,13.125,7.166666667,18.041666667,14.125,7.958333333,6.208333333,1.916666667
2017,4,Philadelphia Flyers (PHI),31.454545455,15.590909091,3.545454545,9.454545455,20.227272727,9.454545455,6.636363636,2.818181818
2010,16,Chicago Blackhawks (CHI),28.736842105,16.842105263,3.368421053,10.210526316,23.894736842,6.473684211,9.368421053,2.368421053
2017,2,NY Islanders Islanders (NYI),31.222222222,16.444444444,3.055555556,9.666666667,20.388888889,8.555555556,8.944444444,2.555555556
2009,12,Carolina Hurricanes (CAR),30.724137931,16.344827586,4.241379310,12.931034483,20.206896552,7.034482759,7.724137931,2.482758621
2010,8,Montreal Canadiens (MTL),30.055555556,17.777777778,4.666666667,8.166666667,22.166666667,9,7.833333333,2.333333333
2008,19,St Louis Blues (STL),31.347826087,11.782608696,4.782608696,16.086956522,19.869565217,8.565217391,5.869565217,2.478260870
2011,15,Washington Capitals (WSH),30.058823529,13.235294118,4.058823529,9.705882353,22.470588235,9.294117647,7.823529412,2.705882353
2015,18,Nashville Predators (NSH),25.684210526,17.210526316,3,8.263157895,20.947368421,6.894736842,6.315789474,2.421052632
2006,25,Dallas Stars (DAL),24,14.571428571,5.071428571,13.714285714,22.071428571,10.928571429,8.642857143,2.428571429
2009,10,Toronto Maple Leafs (TOR),29.296296296,18.037037037,3.592592593,13.111111111,24.074074074,11.666666667,8.444444444,2.148148148
2013,29,Columbus Blue Jackets (CBJ),32.545454545,15.227272727,3.727272727,11.090909091,22.136363636,5.909090909,4.863636364,2.727272727
2006,5,Pittsburgh Penguins (PIT),31.619047619,13.190476190,5.523809524,15.619047619,19.619047619,7.333333333,4.904761905,2.380952381
2018,13,Florida Panthers (FLA),30.761904762,15.476190476,2.952380952,9.476190476,19.523809524,11.476190476,9.619047619,2.857142857
2006,10,Toronto Maple Leafs (TOR),30.260869565,16.739130435,5.739130435,14.304347826,19.086956522,12.739130435,7.913043478,2.043478261
2009,9,Ottawa Senators (OTT),27.45,13.85,3.95,12.8,24.5,8.6,7,2.3
2010,20,Calgary Flames (CGY),29.523809524,14.666666667,4.571428571,14.190476190,21.809523810,8.666666667,8.190476190,2.571428571
2010,21,Colorado Avalanche (COL),29.764705882,12.705882353,4.058823529,10.529411765,20.823529412,7.235294118,8.705882353,2.588235294
2011,3,NY Rangers Rangers (NYR),31.692307692,13.769230769,4.153846154,13.846153846,20,8,5.615384615,3.076923077
2009,8,Montreal Canadiens (MTL),30.409090909,14.318181818,4.227272727,9.136363636,19.045454545,13.227272727,5.5,2.227272727
2017,18,Nashville Predators (NSH),31.4,14.6,5,12.6,20.266666667,8.466666667,7.666666667,2.466666667
2016,6,Boston Bruins (BOS),26.210526316,18.526315789,3.052631579,8.631578947,23.263157895,10.631578947,10.789473684,2.263157895
2011,7,Buffalo Sabres (BUF),31,14.8,3.65,14.8,19.25,7.9,6.4,2.7
2014,13,Florida Panthers (FLA),30.684210526,14.157894737,3.526315789,10.421052632,26.789473684,6.263157895,5.210526316,2.578947368
2018,1,New Jersey Devils (NJD),32.304347826,12.956521739,3.260869565,8,20.652173913,9.956521739,8.347826087,2.521739130
2017,24,Anaheim Ducks (ANA),34.409090909,14.5,3.5,8.909090909,19.681818182,11.090909091,6.954545455,2.636363636
2018,6,Boston Bruins (BOS),30.666666667,14.944444444,3,9.111111111,25.777777778,11.5,12.055555556,2.555555556
2010,19,St Louis Blues (STL),27.764705882,14.647058824,3.705882353,14.764705882,25.647058824,7.882352941,7.352941176,2.235294118
2014,52,Winnipeg Jets (WPG),28.894736842,16.684210526,4.315789474,11.473684211,20.842105263,11.947368421,5.684210526,2.684210526
2016,53,Arizona Coyotes (ARI),33.2,14.28,3.32,10.2,20.24,7.16,5.12,2.6
2011,4,Philadelphia Flyers (PHI),28.714285714,17.285714286,4.857142857,20.428571429,22.357142857,6.642857143,9,2.571428571
2013,13,Florida Panthers (FLA),29.346153846,14.230769231,3.230769231,13.115384615,25.230769231,5.961538462,7.307692308,2.538461538
2008,7,Buffalo Sabres (BUF),30.3,13.65,3.9,12.65,19.2,9.85,7.1,2.2
2003,8,Montreal Canadiens (MTL),30.352941176,11.764705882,4,12.823529412,17,15,7.235294118,2.705882353
2013,3,NY Rangers Rangers (NYR),29.047619048,18.380952381,3.142857143,11.904761905,22.380952381,7.095238095,5.619047619,2.666666667
2011,14,Tampa Bay Lightning (TBL),32.35,14.65,4.25,10.45,21.75,8,8.75,2.1
2003,22,Edmonton Oilers (EDM),26.117647059,11.882352941,4.882352941,16.823529412,11.117647059,8.823529412,8.411764706,2.294117647
2014,12,Carolina Hurricanes (CAR),28.615384615,16,2.884615385,7.461538462,25.692307692,8.038461538,8.846153846,2.576923077
2009,21,Colorado Avalanche (COL),32.111111111,10.388888889,4.277777778,13.5,19.611111111,7.777777778,6.611111111,2.222222222
2009,20,Calgary Flames (CGY),29.294117647,14.058823529,3.941176471,13.352941176,17.647058824,8.647058824,6.823529412,2.470588235
2010,9,Ottawa Senators (OTT),31.818181818,15.909090909,4.045454545,11.909090909,20.227272727,10,7.545454545,2.636363636
2005,26,Los Angeles Kings (LAK),29.625,13.8125,6.8125,24.3125,18.625,11.0625,7.0625,2
2005,12,Carolina Hurricanes (CAR),32.5,15.5,6.214285714,16.857142857,17.071428571,8.285714286,8.928571429,1.857142857
2008,17,Detroit Red Wings (DET),28.416666667,15.25,3.666666667,9.833333333,21,6.833333333,8.416666667,2.166666667
2018,17,Detroit Red Wings (DET),33,13.76,3.28,8.68,19.4,10.16,5.56,2.68
2011,18,Nashville Predators (NSH),30.166666667,11.277777778,3.888888889,12.277777778,16.055555556,9.388888889,7.166666667,2.722222222
2010,27,Phoenix Coyotes (PHX),32.894736842,14.947368421,4.631578947,10.578947368,20.684210526,6.157894737,5.263157895,2.473684211
2015,15,Washington Capitals (WSH),29.444444444,17.333333333,3.111111111,7.333333333,20.666666667,9.222222222,6.777777778,2.444444444
2013,10,Toronto Maple Leafs (TOR),34.714285714,13.857142857,3.571428571,11.809523810,26.238095238,9.190476190,6.809523810,2.619047619
2009,29,Columbus Blue Jackets (CBJ),29.5,14.461538462,4.076923077,12.461538462,22.653846154,7.346153846,6.653846154,2.269230769
2010,5,Pittsburgh Penguins (PIT),25.857142857,17.714285714,3.642857143,17.928571429,25.642857143,6,6.642857143,2.214285714
2016,9,Ottawa Senators (OTT),30.3125,16.5625,3.625,12.25,20.4375,9.0625,6.4375,2.5625
2005,11,Atlanta Thrashers (ATL),30.347826087,11.347826087,7.217391304,18.565217391,15,8.043478261,6.347826087,2.434782609
2011,13,Florida Panthers (FLA),31.052631579,14.315789474,3,12.789473684,28.631578947,5.526315789,7.315789474,2.421052632
2008,2,NY Islanders Islanders (NYI),32.923076923,14.192307692,4.807692308,15.615384615,18.384615385,9.192307692,7.615384615,2.461538462
2014,7,Buffalo Sabres (BUF),36.166666667,10,3.791666667,13.458333333,21.375,6.291666667,4.833333333,2.416666667
2016,30,Minnesota Wild (MIN),31.769230769,14.692307692,2.846153846,10.461538462,24,5.307692308,6,2.615384615
2016,25,Dallas Stars (DAL),28.523809524,15.285714286,3.619047619,11.666666667,18.142857143,7.142857143,6.666666667,2.619047619
2003,2,NY Islanders Islanders (NYI),26.625,13.875,4.9375,11.6875,13.0625,10.25,7.75,2.875
2017,17,Detroit Red Wings (DET),31.478260870,12.826086957,2.956521739,7.565217391,19.826086957,9.434782609,7.478260870,2.652173913
2018,30,Minnesota Wild (MIN),29.75,14.35,2.55,10.15,17.5,5.65,5.2,2.7
2017,16,Chicago Blackhawks (CHI),32.473684211,19.526315789,3.684210526,11,23.894736842,9.315789474,9.684210526,2.421052632
2005,22,Edmonton Oilers (EDM),26.235294118,13.705882353,5.705882353,18.647058824,13.176470588,13.588235294,8.294117647,2.235294118
2006,11,Atlanta Thrashers (ATL),31,12.470588235,5.176470588,16.058823529,15.176470588,9.647058824,8.882352941,2.235294118
2015,20,Calgary Flames (CGY),30.421052632,15.684210526,2.421052632,10.315789474,19.789473684,8.631578947,6.789473684,2.684210526
2015,21,Colorado Avalanche (COL),30.157894737,12.578947368,3.315789474,12.894736842,18.789473684,4.263157895,6.684210526,2.526315789
2017,8,Montreal Canadiens (MTL),32.173913043,17.695652174,3.434782609,8.695652174,26.130434783,12.652173913,7.130434783,2.565217391
2008,27,Phoenix Coyotes (PHX),31.9,14.25,4.2,17.35,19,7.1,7.15,2.4
2014,19,St Louis Blues (STL),29.466666667,14.933333333,3.266666667,10.2,23.533333333,7.8,7.133333333,2.533333333
2017,7,Buffalo Sabres (BUF),32.964285714,13.035714286,3.035714286,7.75,18.678571429,8.75,6.607142857,2.607142857
2010,6,Boston Bruins (BOS),33.125,16.875,3.375,13.8125,22.1875,7.375,9.25,2.125
2015,9,Ottawa Senators (OTT),32.45,16.7,3.55,13.5,23.15,9.6,7.55,2.75
2013,8,Montreal Canadiens (MTL),30.705882353,16.470588235,3.529411765,10.352941176,23.294117647,7.411764706,4.764705882,2.647058824
2013,26,Los Angeles Kings (LAK),27.4,17,3.733333333,11.6,27.333333333,8.8,5.733333333,2.6
2018,4,Philadelphia Flyers (PHI),30.130434783,14.913043478,3.173913043,8.608695652,20.130434783,9.652173913,9.217391304,2.521739130
2015,14,Tampa Bay Lightning (TBL),26.4,15.4,3.05,10.25,24.6,7.3,6.4,2.6
2016,28,San Jose Sharks (SJS),26.384615385,19.153846154,2.923076923,9.384615385,21.769230769,11.153846154,6.230769231,2.769230769
2009,6,Boston Bruins (BOS),30.578947368,15.736842105,3.157894737,9.789473684,23.473684211,6.157894737,5.157894737,2.263157895
2010,12,Carolina Hurricanes (CAR),33.631578947,16.421052632,3.210526316,11.210526316,22.105263158,7.315789474,8.578947368,2.421052632
2013,7,Buffalo Sabres (BUF),33.214285714,12.5,3.285714286,12.107142857,19.178571429,7.535714286,5.75,2.607142857
2008,13,Florida Panthers (FLA),33.380952381,14.190476190,4.809523810,11.666666667,19.952380952,6.809523810,6.761904762,2.523809524
2014,8,Montreal Canadiens (MTL),29.846153846,18.461538462,3.846153846,8.076923077,20.538461538,10.076923077,6.076923077,2.307692308
2005,7,Buffalo Sabres (BUF),30.615384615,12.461538462,5.230769231,13.538461538,13.923076923,9.692307692,5.769230769,2.076923077
2003,15,Washington Capitals (WSH),29.217391304,12.217391304,4.043478261,13.782608696,13.260869565,13.304347826,7.695652174,2.695652174
2005,29,Columbus Blue Jackets (CBJ),31.384615385,14.230769231,7,15.846153846,11.730769231,9.153846154,7.423076923,2.269230769
2018,14,Tampa Bay Lightning (TBL),29.666666667,15.222222222,2.555555556,6.888888889,18.888888889,8.444444444,8.888888889,2.444444444
2014,26,Los Angeles Kings (LAK),27.8,18,3.65,8.15,25.55,8.45,7.65,2.6
2014,5,Pittsburgh Penguins (PIT),31.714285714,13.571428571,3.214285714,10.857142857,26.357142857,5.714285714,6.928571429,2.642857143
2016,1,New Jersey Devils (NJD),33.173913043,12.478260870,3.260869565,9.260869565,21.695652174,7.434782609,7.130434783,2.391304348
2014,16,Chicago Blackhawks (CHI),27.666666667,18.25,2.083333333,7.416666667,26.75,6.333333333,7.166666667,2.5
2005,8,Montreal Canadiens (MTL),29.888888889,15.333333333,6.222222222,13.166666667,19.166666667,14.722222222,11.888888889,2.277777778
2015,53,Arizona Coyotes (ARI),28.631578947,14.263157895,3.736842105,11,24.210526316,5.947368421,5.578947368,2.315789474
2016,15,Washington Capitals (WSH),29.642857143,16.571428571,3.214285714,8.714285714,22.785714286,10.857142857,9.714285714,2.571428571
2015,6,Boston Bruins (BOS),30.0625,13.4375,3.5,9.5625,24.3125,9.6875,6.875,2.5625
2008,25,Dallas Stars (DAL),28.15,11.3,4.65,19.45,23.8,9.95,7.2,2.4
2006,19,St Louis Blues (STL),30,13.461538462,6.076923077,16.230769231,14.538461538,11.615384615,6.384615385,2.230769231
2018,23,Vancouver Canucks (VAN),31.608695652,12.956521739,3.478260870,11.304347826,21.739130435,8.304347826,6.478260870,2.478260870
2008,8,Montreal Canadiens (MTL),30.333333333,17.866666667,4.8,12.333333333,20.4,11.8,8.266666667,2.4
2008,26,Los Angeles Kings (LAK),27.681818182,13.454545455,4.090909091,11.545454545,22.272727273,11.045454545,4.636363636,2.5
2003,11,Atlanta Thrashers (ATL),30.117647059,12.411764706,5.235294118,15.588235294,16.764705882,8.411764706,6.941176471,2.647058824
2011,25,Dallas Stars (DAL),32.625,13.375,3.6875,12.1875,21.0625,6.125,7,2.75
2005,19,St Louis Blues (STL),28.851851852,12.777777778,6.296296296,21.296296296,12.888888889,10.666666667,5.555555556,2.407407407
2009,30,Minnesota Wild (MIN),28.6,12.25,4.1,11.3,17,7.5,5.55,2.3
2008,14,Tampa Bay Lightning (TBL),34.038461538,11.346153846,5.346153846,13.653846154,16.076923077,7.692307692,6.538461538,2.423076923
2016,5,Pittsburgh Penguins (PIT),34.076923077,14.615384615,3.923076923,9.153846154,27.615384615,7.461538462,7.384615385,2.769230769
2017,22,Edmonton Oilers (EDM),31.428571429,18.476190476,3.428571429,9.095238095,21.476190476,10.428571429,8.761904762,2.619047619
2013,16,Chicago Blackhawks (CHI),25.642857143,17.642857143,2.785714286,9.571428571,26.714285714,4.642857143,7.714285714,2.714285714
2018,2,NY Islanders Islanders (NYI),30.117647059,14.941176471,2.764705882,8.588235294,21.588235294,10.235294118,7.117647059,2.764705882
2006,12,Carolina Hurricanes (CAR),29.947368421,16.368421053,5.684210526,12.894736842,20.947368421,9.789473684,9.473684211,1.684210526
2017,52,Winnipeg Jets (WPG),33.647058824,14.411764706,4,8.529411765,18.588235294,9.411764706,7.941176471,2.705882353
2014,18,Nashville Predators (NSH),29.166666667,16.916666667,3.083333333,9.916666667,19.416666667,9.75,8.583333333,2.5
2010,15,Washington Capitals (WSH),26.823529412,17.764705882,3.882352941,12.470588235,24.882352941,7.941176471,6.352941176,2.529411765
2008,10,Toronto Maple Leafs (TOR),28.727272727,15.818181818,3.681818182,13.545454545,24.363636364,9.090909091,9.454545455,2.409090909
2005,5,Pittsburgh Penguins (PIT),35.296296296,11.370370370,7.222222222,15.740740741,9.518518519,6.148148148,3.814814815,2.333333333
2008,28,San Jose Sharks (SJS),27.888888889,14.666666667,3.888888889,12.333333333,24.222222222,6.888888889,5.444444444,2.222222222
2003,18,Nashville Predators (NSH),26,9.9375,4.5,16.5,16.3125,12.5,5.25,2.375
2005,10,Toronto Maple Leafs (TOR),30.882352941,11.529411765,6.764705882,17.588235294,19.235294118,7,5.882352941,2.294117647
