Season,team_id,Team,Shots,Shots Blocked,Power Play Opportunities,PIM,Player Hits,Giveaways,Takeaways,Injured Players
2008,1,New Jersey Devils (NJD),7.621903082,5.600235474,1.368804724,9.446203959,8.109484340,4.435124538,3.668248077,0.759554525
2005,1,New Jersey Devils (NJD),7.630679703,3.950998559,1.809666205,5.224815911,4.390317958,5.887840578,5.355742963,0.906923824
2006,24,Anaheim Ducks (ANA),7.984761127,4.251696494,2.841992800,6.898531988,8.125616347,5.301185160,2.959123224,0.688737232
2005,28,San Jose Sharks (SJS),3.879126068,3.955707149,2.112322126,6.818392493,7.902380594,8.411160387,3.799122706,0.910258990
2017,54,Vegas Golden Knights (VGK),4.544727215,4.031692629,1.513574937,2.733628957,7.272613635,5.866701102,4.437443982,0.504524979
2018,21,Colorado Avalanche (COL),6.652858507,4.729248299,1.031095483,4.621175517,8.928959390,4.655500425,3.616846547,0.410391341
2018,20,Calgary Flames (CGY),4.878524367,4.735944116,1.360147051,4.318564576,8.266145817,5.031567019,3.678201553,0.403112887
2017,9,Ottawa Senators (OTT),8.267002681,5.477225575,1.605199884,5.704676444,5.488776427,5.350077881,4.331281566,0.489897949
2009,17,Detroit Red Wings (DET),6.210347901,4.520130413,1.031095483,4.430456790,9.069323656,5.355518551,4.789242331,0.812727701
2006,17,Detroit Red Wings (DET),5.980278945,4.380275469,2.901307019,7.197756061,4.435124538,6.720887566,3.262339213,1.188313053
2014,28,San Jose Sharks (SJS),8.884149063,6.830343679,1.338226316,4.363020480,8.211461781,4.814194698,2.228748586,0.615698763
2011,23,Vancouver Canucks (VAN),7.730700891,5.876008214,1.598419549,7.501281942,6.462061727,4.669282365,3.436232284,0.578934224
2018,19,St Louis Blues (STL),8.225685671,4.063777272,1.578124263,4.857983121,4.918381460,3.789710380,3.842122429,0.483045892
2016,8,Montreal Canadiens (MTL),6.626619644,6.150136244,1.157868447,6.141643121,6.098099145,4.378393503,3.860194153,0.650443636
2018,29,Columbus Blue Jackets (CBJ),4.339258769,3.059820256,1.784189825,3.827531842,8.738563955,5.647639625,2.941088234,0.478713554
2005,14,Tampa Bay Lightning (TBL),6.022763835,4.387482194,2.002629850,4.887147484,5.641948152,6.528278567,2.802254731,0.686332741
2017,25,Dallas Stars (DAL),3.957701188,4.147997391,1.543487266,4.175872184,7.095980635,6.067162229,3.823303161,0.574513150
2016,26,Los Angeles Kings (LAK),4.544130589,5.434888379,1.663154193,9.849154682,7.780617694,5.022755237,4.580661103,0.597264720
2014,1,New Jersey Devils (NJD),5.797125725,5.039179827,1.435270009,4.044337605,7.416872656,6.123724357,4.368447474,0.653197265
2013,24,Anaheim Ducks (ANA),8.118513190,6.145667642,1.265924209,6.066934342,6.546676589,4.235079390,3.841407328,0.767947648
2016,16,Chicago Blackhawks (CHI),3.559026084,3.086934834,1.833712082,4.471670083,8.985172972,5.105552533,3.669695719,0.680073525
2018,26,Los Angeles Kings (LAK),7.220015456,4.230453774,1.676240618,3.538350963,6.261077140,4.133418068,4.768366475,0.588229966
2011,12,Carolina Hurricanes (CAR),7.585598891,5.056095585,1.520046483,5.774489531,6.645050425,4.230872830,2.274596486,0.751067616
2003,28,San Jose Sharks (SJS),4.515126093,2.855085840,1.302677895,14.951183190,6.450276010,5.765624358,5.239708528,0.900336637
2008,3,NY Rangers Rangers (NYR),7.261485156,6.257994887,1.310216267,9.401241053,7.835549332,5.495073551,3.559026084,0.632455532
2008,23,Vancouver Canucks (VAN),4.122709307,5.285632270,1.916560099,6.987383588,4.522998600,6.434181596,5.583589400,0.697802339
2015,29,Columbus Blue Jackets (CBJ),4.576388678,4.504812242,1.755942292,5.729165152,7.835389801,5.282991577,3.096772513,0.458257569
2011,10,Toronto Maple Leafs (TOR),7.059894140,4.689168806,1.538967528,5.356856021,5.968239526,4.661651440,3.625768723,0.885226373
2003,30,Minnesota Wild (MIN),6.147008564,4.195759241,1.938618518,7.279355122,5.001648080,5.081749288,3.367589545,0.994490316
2006,18,Nashville Predators (NSH),6.688106550,3.796084352,1.786703023,8.256310718,6.035153430,4.443375940,2.989297147,0.707106781
2014,24,Anaheim Ducks (ANA),5.815855554,5.229355012,1.382782670,18.210008117,11.231822922,4.245877121,3.899845024,0.646206173
2013,1,New Jersey Devils (NJD),5.094576542,5.847704864,1.428869017,3.322900340,10.176343696,5.785413943,3.229169589,0.464305621
2013,5,Pittsburgh Penguins (PIT),5.125351770,3.400603265,1.080123450,6.998168259,8.107451463,3.722764344,3.731363949,0.438529010
2017,6,Boston Bruins (BOS),5.585696018,3.812260921,1.652018967,5.621387729,6.705408265,3.785388575,3.518996069,0.619139187
2003,9,Ottawa Senators (OTT),4.879312688,3.593084526,2.059997511,5.619334754,7.488452649,4.155626399,3.755338081,2.087815691
2005,2,NY Islanders Islanders (NYI),6.243101456,5.476264574,2.613728935,5.881281636,5.529585499,3.945350361,4.016741282,0.967906042
2005,6,Boston Bruins (BOS),5.845690844,4.671645894,1.926173649,5.476564034,6.174837908,4.894354926,4.352036005,0.721060009
2006,4,Philadelphia Flyers (PHI),6.187972632,3.493001317,1.640670272,6.995368838,5.653111706,4.219506228,5.265817693,0.875141712
2015,23,Vancouver Canucks (VAN),6.567238627,4.552233088,1.348643978,9.509625177,8.317956828,5.104700874,2.896462110,0.510753918
2013,4,Philadelphia Flyers (PHI),5.042973225,4.261208131,2.099498687,13.739685126,8.955445271,3.234680493,3.153527682,0.489360485
2015,22,Edmonton Oilers (EDM),6.406518420,3.859693408,1.072472670,3.506064762,6.065844245,5.251011572,4.659556036,0.499010879
2010,28,San Jose Sharks (SJS),6.714777382,4.202784636,2.196253494,7.772920986,5.714332399,3.544765081,2.396211607,0.704792186
2015,52,Winnipeg Jets (WPG),5.637696846,4.194817186,1.559727072,15.260122707,5.437039958,4.026229789,4.464283208,0.512989176
2013,27,Phoenix Coyotes (PHX),8.193564726,4.822583327,1.304513084,5.356310155,9.465233398,5.480427695,4.021870037,0.688247202
2013,17,Detroit Red Wings (DET),6.710265865,3.825750075,1.644249772,5.604205084,5.682648161,3.437183331,2.951518669,0.572768052
