team_id,team,game_id,type,season,date_time_GMT,HoA,won,goals,shots,hits,pim,powerPlayOpportunities,injured_player_count,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways,blocked
30,Minnesota Wild (MIN),2014020461,R,2014,December,away,False,3,29,29,6,3,2,0,44.4,10,4,17
8,Montreal Canadiens (MTL),2006020365,R,2006,December,away,False,2,27,42,8,3,3,0,,2,1,17
12,Carolina Hurricanes (CAR),2000020403,R,2000,December,away,True,5,32,,18,3,,1,,,,
15,Washington Capitals (WSH),2014020258,R,2014,November,away,False,1,25,28,11,0,3,0,41.5,5,8,11
17,Detroit Red Wings (DET),2009020073,R,2009,October,away,False,2,25,28,10,2,3,1,,16,2,5
30,Minnesota Wild (MIN),2018020282,R,2018,November,home,True,6,29,15,12,2,2,2,58,6,8,8
20,Calgary Flames (CGY),2010020445,R,2010,December,home,True,3,25,13,2,3,3,0,48.9,13,6,28
3,NY Rangers Rangers (NYR),2001020165,R,2001,October,home,True,4,23,,15,4,,1,,,,
52,Winnipeg Jets (WPG),2016020419,R,2016,December,away,False,2,28,12,18,4,2,1,51.4,3,8,7
25,Dallas Stars (DAL),2016020171,R,2016,November,home,False,2,33,30,16,3,3,0,50,13,4,13
5,Pittsburgh Penguins (PIT),2007020249,R,2007,November,home,False,2,25,26,12,3,,1,,13,2,17
28,San Jose Sharks (SJS),2015020040,R,2015,October,away,True,5,32,11,8,5,2,1,53.6,8,4,20
21,Colorado Avalanche (COL),2016020387,R,2016,December,away,False,3,28,15,10,4,1,2,57.5,7,5,17
17,Detroit Red Wings (DET),2013020107,R,2013,October,away,True,4,28,13,17,5,3,2,46.3,6,10,18
2,NY Islanders Islanders (NYI),2002020172,R,2002,November,home,False,2,28,2,19,3,,1,,0,0,0
5,Pittsburgh Penguins (PIT),2017020300,R,2017,November,home,False,1,36,26,12,3,3,0,58,5,2,21
9,Ottawa Senators (OTT),2006020137,R,2006,October,home,True,7,40,29,14,8,2,1,,13,13,10
10,Toronto Maple Leafs (TOR),2000020514,R,2000,December,away,True,5,26,,20,3,,1,,,,
12,Carolina Hurricanes (CAR),2017020152,R,2017,October,home,False,1,27,27,0,1,2,0,50.8,13,16,21
19,St Louis Blues (STL),2010020133,R,2010,October,away,True,3,34,15,8,5,2,1,44,9,11,17
21,Colorado Avalanche (COL),2007020370,R,2007,December,away,False,2,20,26,12,5,,1,,4,4,10
8,Montreal Canadiens (MTL),2015020166,R,2015,November,home,True,5,26,15,10,5,3,1,48.4,8,6,20
20,Calgary Flames (CGY),2000020486,R,2000,December,away,True,3,21,,6,3,,0,,,,
13,Florida Panthers (FLA),2015020097,R,2015,October,away,False,2,19,30,16,4,3,1,50.6,8,5,15
14,Tampa Bay Lightning (TBL),2016020201,R,2016,November,home,True,4,28,23,2,6,2,2,49.1,7,9,15
6,Boston Bruins (BOS),2008020078,R,2008,October,home,False,1,36,20,13,4,2,1,,6,7,9
19,St Louis Blues (STL),2002020467,R,2002,December,away,False,2,36,6,38,6,,2,,0,0,0
13,Florida Panthers (FLA),2017020523,R,2017,December,away,True,3,26,30,10,0,2,0,50,7,5,16
9,Ottawa Senators (OTT),2009020481,R,2009,December,away,False,2,24,22,9,3,2,1,,10,5,17
26,Los Angeles Kings (LAK),2013020582,R,2013,December,away,False,2,28,24,15,2,3,1,47.8,10,8,9
23,Vancouver Canucks (VAN),2017020324,R,2017,November,away,True,5,37,13,10,3,2,2,51.6,4,7,14
13,Florida Panthers (FLA),2001020459,R,2001,December,away,False,1,29,,16,6,,1,,,,
12,Carolina Hurricanes (CAR),2009020096,R,2009,October,away,False,0,26,5,13,2,2,0,,1,6,8
1,New Jersey Devils (NJD),2009020229,R,2009,November,away,True,3,25,31,11,6,3,3,,10,6,13
1,New Jersey Devils (NJD),2008020280,R,2008,November,home,True,5,33,11,18,5,2,2,,2,1,11
1,New Jersey Devils (NJD),2006020027,R,2006,October,away,False,1,20,24,15,9,2,1,,15,10,14
11,Atlanta Thrashers (ATL),2007020081,R,2007,October,away,False,0,31,4,6,5,,0,,8,3,12
4,Philadelphia Flyers (PHI),2003020227,R,2003,November,home,True,4,27,13,10,3,2,0,,10,1,12
24,Anaheim Ducks (ANA),2005020321,R,2005,November,away,True,2,20,26,29,2,3,0,,4,4,14
12,Carolina Hurricanes (CAR),2013020040,R,2013,October,away,False,2,34,16,15,2,2,0,38,3,5,11
22,Edmonton Oilers (EDM),2010020110,R,2010,October,home,False,1,22,17,17,5,3,0,39.3,12,9,12
53,Arizona Coyotes (ARI),2015020057,R,2015,October,home,False,3,30,22,24,7,3,0,58.3,6,4,8
14,Tampa Bay Lightning (TBL),2006020160,R,2006,October,home,False,2,20,18,11,7,1,2,,17,10,9
8,Montreal Canadiens (MTL),2002020279,R,2002,November,away,True,3,35,1,8,2,,1,,0,0,0
8,Montreal Canadiens (MTL),2001020055,R,2001,October,away,True,3,18,,14,1,,0,,,,
20,Calgary Flames (CGY),2003020223,R,2003,November,away,True,6,33,12,14,5,3,2,,4,0,20
10,Toronto Maple Leafs (TOR),2000020488,R,2000,December,home,False,1,30,,10,1,,0,,,,
25,Dallas Stars (DAL),2016020043,R,2016,October,away,True,2,37,18,8,2,3,0,51.6,4,4,20
21,Colorado Avalanche (COL),2000020210,R,2000,November,home,True,2,27,,11,2,,0,,,,
25,Dallas Stars (DAL),2001020322,R,2001,November,home,False,4,38,,7,4,,2,,,,
8,Montreal Canadiens (MTL),2011020294,R,2011,November,home,False,0,33,26,2,4,3,0,51,16,7,12
28,San Jose Sharks (SJS),2018020126,R,2018,October,away,True,5,32,20,8,4,3,2,52.7,7,5,17
23,Vancouver Canucks (VAN),2008020514,R,2008,December,home,False,2,28,21,15,5,3,1,,14,5,16
20,Calgary Flames (CGY),2000020043,R,2000,October,home,False,2,21,,30,6,,1,,,,
25,Dallas Stars (DAL),2018020415,R,2018,December,home,True,4,25,23,15,2,3,1,55,17,11,17
30,Minnesota Wild (MIN),2008020232,R,2008,November,home,True,4,32,16,17,7,3,4,,6,8,16
17,Detroit Red Wings (DET),2009020141,R,2009,October,away,False,1,49,13,6,8,3,0,,7,10,13
28,San Jose Sharks (SJS),2001020140,R,2001,October,away,False,2,24,,25,6,,0,,,,
52,Winnipeg Jets (WPG),2015020275,R,2015,November,home,True,4,34,30,19,4,3,1,61.2,13,9,12
23,Vancouver Canucks (VAN),2018020526,R,2018,December,home,False,2,38,19,22,6,3,0,46.2,8,6,16
19,St Louis Blues (STL),2013020045,R,2013,October,home,True,3,34,22,13,2,3,1,53.4,3,8,14
15,Washington Capitals (WSH),2014020470,R,2014,December,away,True,5,36,36,27,3,2,0,45.2,0,4,7
4,Philadelphia Flyers (PHI),2017020513,R,2017,December,home,False,1,37,27,6,6,2,1,52,5,1,10
22,Edmonton Oilers (EDM),2001020286,R,2001,November,home,True,7,40,,9,3,,1,,,,
2,NY Islanders Islanders (NYI),2018020232,R,2018,November,away,False,2,37,24,8,5,3,0,42.3,8,7,12
10,Toronto Maple Leafs (TOR),2016020233,R,2016,November,home,True,6,32,20,7,1,3,0,50.9,12,13,12
24,Anaheim Ducks (ANA),2005020430,R,2005,December,away,True,5,37,23,14,6,3,1,,13,16,11
3,NY Rangers Rangers (NYR),2005020490,R,2005,December,home,False,1,31,15,24,6,3,0,,11,7,16
54,Vegas Golden Knights (VGK),2018020475,R,2018,December,away,True,3,17,20,2,1,2,1,50,13,4,15
19,St Louis Blues (STL),2001020549,R,2001,December,home,False,1,24,,4,2,,0,,,,
26,Los Angeles Kings (LAK),2002020241,R,2002,November,away,False,2,21,5,6,5,,0,,0,0,0
8,Montreal Canadiens (MTL),2003020151,R,2003,November,home,False,1,35,12,12,8,3,1,,15,7,14
1,New Jersey Devils (NJD),2000020368,R,2000,December,home,False,0,26,,8,6,,0,,,,
19,St Louis Blues (STL),2005020502,R,2005,December,away,False,3,25,5,36,8,2,1,,4,3,10
16,Chicago Blackhawks (CHI),2005020149,R,2005,October,away,False,2,23,16,10,5,0,0,,10,1,19
19,St Louis Blues (STL),2006020034,R,2006,October,away,False,0,34,9,14,5,2,0,,7,6,13
9,Ottawa Senators (OTT),2003020502,R,2003,December,away,False,2,33,18,13,1,2,0,,12,5,12
22,Edmonton Oilers (EDM),2018020511,R,2018,December,away,False,2,22,20,10,1,3,0,57.7,1,2,4
4,Philadelphia Flyers (PHI),2000020535,R,2000,December,away,True,5,34,,50,3,,0,,,,
7,Buffalo Sabres (BUF),2017020291,R,2017,November,away,False,1,20,15,10,2,2,0,52.9,11,2,6
26,Los Angeles Kings (LAK),2006020511,R,2006,December,away,False,2,25,16,4,1,3,1,,7,6,11
19,St Louis Blues (STL),2014020427,R,2014,December,home,True,6,33,14,10,2,3,2,57.7,5,13,17
25,Dallas Stars (DAL),2001020429,R,2001,December,home,True,5,17,,17,4,,0,,,,
28,San Jose Sharks (SJS),2011020144,R,2011,October,away,True,3,30,7,8,4,3,2,45.2,3,10,16
29,Columbus Blue Jackets (CBJ),2000020406,R,2000,December,home,True,5,22,,6,8,,4,,,,
17,Detroit Red Wings (DET),2018020462,R,2018,December,home,True,3,21,12,2,1,2,0,55.6,17,9,18
26,Los Angeles Kings (LAK),2002020073,R,2002,October,home,False,2,16,6,15,6,,0,,0,0,0
24,Anaheim Ducks (ANA),2005020265,R,2005,November,home,False,1,41,7,12,7,2,0,,5,8,4
53,Arizona Coyotes (ARI),2014020307,R,2014,November,away,True,3,25,19,8,2,3,1,39,22,12,31
7,Buffalo Sabres (BUF),2010020234,R,2010,November,home,True,3,27,18,4,6,3,1,43.1,15,6,11
52,Winnipeg Jets (WPG),2014020102,R,2014,October,home,False,2,42,29,13,5,2,1,51.9,7,6,11
52,Winnipeg Jets (WPG),2013020227,R,2013,November,away,False,1,25,34,4,2,2,0,40,4,5,15
28,San Jose Sharks (SJS),2011020062,R,2011,October,home,False,2,36,23,8,2,1,1,61.1,22,6,16
18,Nashville Predators (NSH),2017020302,R,2017,November,home,True,5,24,11,27,4,1,2,56.5,18,9,18
10,Toronto Maple Leafs (TOR),2013020064,R,2013,October,home,True,6,26,38,8,3,2,1,40,21,11,13
21,Colorado Avalanche (COL),2017020410,R,2017,December,home,False,2,27,18,8,3,3,0,44.6,7,3,10
25,Dallas Stars (DAL),2000020501,R,2000,December,away,True,3,20,,10,5,,2,,,,
11,Atlanta Thrashers (ATL),2007020449,R,2007,December,home,False,3,26,16,10,4,,2,,18,8,15
25,Dallas Stars (DAL),2002020232,R,2002,November,away,True,6,35,1,21,3,,0,,0,0,0
7,Buffalo Sabres (BUF),2011020300,R,2011,November,home,False,3,34,39,28,4,3,2,43.7,8,9,10
6,Boston Bruins (BOS),2015020517,R,2015,December,home,False,3,33,28,6,3,4,0,55,9,13,15
27,Phoenix Coyotes (PHX),2003020370,R,2003,December,away,True,3,31,13,46,3,2,0,,10,3,13
3,NY Rangers Rangers (NYR),2006020204,R,2006,November,home,False,3,29,24,10,6,3,3,,15,12,22
9,Ottawa Senators (OTT),2009020453,R,2009,December,away,True,2,25,14,14,6,2,0,,11,8,25
6,Boston Bruins (BOS),2008020025,R,2008,October,away,False,3,37,16,10,4,2,0,,8,10,8
24,Anaheim Ducks (ANA),2007020426,R,2007,December,away,False,2,23,18,32,4,,0,,4,8,17
25,Dallas Stars (DAL),2008020317,R,2008,November,away,True,4,30,10,13,4,2,0,,5,5,8
23,Vancouver Canucks (VAN),2003020280,R,2003,November,home,True,3,27,25,16,6,3,0,,5,10,8
29,Columbus Blue Jackets (CBJ),2015020518,R,2015,December,away,False,2,32,29,32,3,3,0,59.4,7,9,17
6,Boston Bruins (BOS),2015020507,R,2015,December,home,False,0,32,32,7,0,4,0,55.4,15,10,18
7,Buffalo Sabres (BUF),2003020064,R,2003,October,away,True,2,18,18,21,5,2,1,,12,4,17
52,Winnipeg Jets (WPG),2015020239,R,2015,November,away,False,3,38,21,8,4,3,0,36.7,10,4,22
7,Buffalo Sabres (BUF),2006020286,R,2006,November,away,False,1,24,27,35,5,3,0,,18,9,22
28,San Jose Sharks (SJS),2009020106,R,2009,October,away,True,7,30,33,6,7,0,2,,4,5,13
15,Washington Capitals (WSH),2003020102,R,2003,October,away,False,1,40,6,22,8,2,1,,10,5,13
23,Vancouver Canucks (VAN),2001020348,R,2001,November,away,True,4,20,,21,3,,1,,,,
8,Montreal Canadiens (MTL),2014020262,R,2014,November,away,True,4,19,16,14,4,1,0,45.3,2,3,13
21,Colorado Avalanche (COL),2006020532,R,2006,December,home,True,3,22,14,12,4,2,1,,13,11,12
2,NY Islanders Islanders (NYI),2000020221,R,2000,November,away,False,0,22,,17,4,,0,,,,
27,Phoenix Coyotes (PHX),2005020214,R,2005,November,away,True,4,29,11,14,9,0,4,,9,4,20
18,Nashville Predators (NSH),2002020064,R,2002,October,away,False,2,26,3,8,6,,1,,0,0,0
18,Nashville Predators (NSH),2013020264,R,2013,November,away,False,1,33,20,15,2,3,0,63.3,5,9,27
10,Toronto Maple Leafs (TOR),2016020001,R,2016,October,away,False,4,38,21,11,4,3,0,51.5,6,8,9
26,Los Angeles Kings (LAK),2010020441,R,2010,December,away,True,5,26,23,6,2,3,1,41,10,5,16
2,NY Islanders Islanders (NYI),2015020491,R,2015,December,away,False,0,25,30,4,3,3,0,40.4,4,2,16
4,Philadelphia Flyers (PHI),2002020380,R,2002,December,home,True,3,35,1,4,3,,1,,0,0,0
20,Calgary Flames (CGY),2003020260,R,2003,November,home,True,3,26,17,17,4,3,2,,2,5,13
6,Boston Bruins (BOS),2001020543,R,2001,December,home,True,3,25,,8,2,,0,,,,
29,Columbus Blue Jackets (CBJ),2005020351,R,2005,November,away,True,4,19,17,10,3,3,1,,14,1,16
14,Tampa Bay Lightning (TBL),2010020502,R,2010,December,away,False,1,35,13,4,6,2,1,54.8,21,13,13
26,Los Angeles Kings (LAK),2006020018,R,2006,October,away,False,3,44,7,17,7,3,1,,1,2,13
4,Philadelphia Flyers (PHI),2005020427,R,2005,December,home,True,3,21,11,17,7,2,1,,9,2,9
4,Philadelphia Flyers (PHI),2016020460,R,2016,December,away,False,1,32,19,7,1,3,0,51.9,15,1,17
21,Colorado Avalanche (COL),2018020410,R,2018,December,away,True,2,29,20,14,1,2,1,43.9,4,0,16
20,Calgary Flames (CGY),2003020277,R,2003,November,home,True,2,32,15,26,4,3,0,,8,7,8
26,Los Angeles Kings (LAK),2001020501,R,2001,December,away,True,3,32,,17,3,,1,,,,
26,Los Angeles Kings (LAK),2006020502,R,2006,December,home,False,3,30,25,4,2,3,1,,19,3,13
24,Anaheim Ducks (ANA),2010020264,R,2010,November,away,False,1,28,19,7,1,2,1,46.8,8,4,10
8,Montreal Canadiens (MTL),2016020234,R,2016,November,home,False,3,37,25,6,3,3,1,51.7,13,7,13
1,New Jersey Devils (NJD),2000020521,R,2000,December,away,True,5,26,,12,5,,2,,,,
30,Minnesota Wild (MIN),2018020435,R,2018,December,away,False,0,31,17,6,5,2,0,47.2,7,10,21
23,Vancouver Canucks (VAN),2000020010,R,2000,October,away,True,4,21,,18,6,,1,,,,
10,Toronto Maple Leafs (TOR),2001020355,R,2001,November,home,False,2,28,,13,4,,1,,,,
21,Colorado Avalanche (COL),2013020281,R,2013,November,away,False,3,24,21,55,4,3,1,46.9,1,3,12
29,Columbus Blue Jackets (CBJ),2006020228,R,2006,November,home,False,1,27,16,33,5,1,1,,6,2,9
6,Boston Bruins (BOS),2010020304,R,2010,November,away,False,1,27,21,6,2,2,0,43.8,8,4,9
27,Phoenix Coyotes (PHX),2005020532,R,2005,December,away,False,4,30,15,16,8,1,0,,10,14,13
27,Phoenix Coyotes (PHX),2007020014,R,2007,October,home,True,3,34,15,20,5,,0,,3,4,14
12,Carolina Hurricanes (CAR),2016020314,R,2016,November,away,False,1,33,14,2,1,3,0,46,6,2,8
13,Florida Panthers (FLA),2008020279,R,2008,November,away,False,2,32,25,13,4,2,0,,1,6,8
22,Edmonton Oilers (EDM),2015020448,R,2015,December,away,True,3,24,30,11,3,2,0,48.1,14,4,16
17,Detroit Red Wings (DET),2013020353,R,2013,November,away,True,3,34,12,4,3,2,1,49.2,5,7,11
13,Florida Panthers (FLA),2016020182,R,2016,November,home,True,3,32,18,6,3,3,1,53.3,9,12,9
29,Columbus Blue Jackets (CBJ),2016020472,R,2016,December,away,True,4,25,21,8,2,3,2,40.4,3,4,16
6,Boston Bruins (BOS),2006020424,R,2006,December,home,False,1,20,16,14,0,3,0,,5,0,10
27,Phoenix Coyotes (PHX),2002020146,R,2002,November,away,False,2,20,0,46,5,,1,,0,0,0
15,Washington Capitals (WSH),2003020489,R,2003,December,home,False,4,25,9,8,4,3,3,,15,9,14
7,Buffalo Sabres (BUF),2018020367,R,2018,November,home,True,3,31,19,8,1,3,0,44.6,7,7,5
23,Vancouver Canucks (VAN),2009020178,R,2009,October,away,False,2,38,14,4,4,2,1,,10,8,6
18,Nashville Predators (NSH),2005020333,R,2005,November,home,True,4,33,13,39,4,3,1,,6,5,12
12,Carolina Hurricanes (CAR),2015020137,R,2015,October,away,True,3,29,22,4,2,3,0,44.4,13,11,10
25,Dallas Stars (DAL),2007020402,R,2007,December,home,False,2,19,22,10,2,,0,,13,17,11
9,Ottawa Senators (OTT),2007020189,R,2007,November,home,True,3,45,33,9,5,,3,,9,8,16
21,Colorado Avalanche (COL),2011020399,R,2011,December,away,False,0,33,40,42,5,3,0,55,5,7,7
9,Ottawa Senators (OTT),2005020529,R,2005,December,home,True,6,33,33,10,6,1,3,,11,13,7
9,Ottawa Senators (OTT),2002020552,R,2002,December,away,False,2,32,2,25,6,,0,,0,0,0
14,Tampa Bay Lightning (TBL),2014020228,R,2014,November,away,False,2,27,34,16,3,3,0,50,4,6,23
14,Tampa Bay Lightning (TBL),2014020414,R,2014,December,home,False,3,36,23,6,3,2,0,44.9,10,6,11
2,NY Islanders Islanders (NYI),2017020560,R,2017,December,home,True,3,34,20,8,2,3,0,42.1,17,6,15
6,Boston Bruins (BOS),2006020220,R,2006,November,home,False,4,37,14,24,5,3,2,,3,10,12
17,Detroit Red Wings (DET),2006020375,R,2006,December,away,True,3,23,7,2,5,2,1,,2,4,14
1,New Jersey Devils (NJD),2009020136,R,2009,October,away,True,4,26,27,10,1,3,1,,6,0,11
28,San Jose Sharks (SJS),2015020469,R,2015,December,away,True,5,44,19,6,3,3,2,43.1,2,4,18
25,Dallas Stars (DAL),2018020140,R,2018,October,home,True,5,41,13,17,3,3,0,56.1,15,8,17
21,Colorado Avalanche (COL),2000020486,R,2000,December,home,False,0,34,,6,3,,0,,,,
7,Buffalo Sabres (BUF),2017020104,R,2017,October,home,False,2,22,17,8,3,3,0,50,5,3,13
24,Anaheim Ducks (ANA),2013020033,R,2013,October,away,True,3,34,21,6,4,3,0,59.3,7,6,17
19,St Louis Blues (STL),2017020393,R,2017,December,home,False,1,40,26,8,5,3,1,56.9,4,5,9
11,Atlanta Thrashers (ATL),2006020429,R,2006,December,home,False,3,23,18,8,6,1,1,,6,2,18
24,Anaheim Ducks (ANA),2000020479,R,2000,December,home,True,3,27,,14,2,,1,,,,
16,Chicago Blackhawks (CHI),2003020239,R,2003,November,home,False,3,31,15,17,7,2,1,,3,4,16
17,Detroit Red Wings (DET),2015020194,R,2015,November,away,True,2,24,34,8,3,3,0,43.1,5,7,17
15,Washington Capitals (WSH),2000020074,R,2000,October,home,False,3,30,,25,5,,1,,,,
27,Phoenix Coyotes (PHX),2003020359,R,2003,December,away,True,3,23,6,8,4,2,0,,17,8,8
15,Washington Capitals (WSH),2015020558,R,2015,December,away,False,2,32,35,8,0,3,0,47.5,8,13,18
28,San Jose Sharks (SJS),2003020011,R,2003,October,away,False,2,21,4,24,3,1,1,,13,8,10
7,Buffalo Sabres (BUF),2013020353,R,2013,November,home,False,1,22,16,6,2,3,0,50.8,9,12,19
21,Colorado Avalanche (COL),2014020103,R,2014,October,home,True,7,48,18,15,4,2,1,54.7,3,11,8
7,Buffalo Sabres (BUF),2010020479,R,2010,December,away,False,1,23,18,8,5,3,0,44.8,8,5,10
28,San Jose Sharks (SJS),2015020555,R,2015,December,home,True,4,33,30,15,6,3,3,46.7,21,16,19
29,Columbus Blue Jackets (CBJ),2013020569,R,2013,December,away,True,1,30,15,8,5,2,0,56.1,3,1,7
10,Toronto Maple Leafs (TOR),2011020462,R,2011,December,away,False,4,33,20,23,2,3,1,47.8,9,2,13
24,Anaheim Ducks (ANA),2001020241,R,2001,November,home,False,0,19,,23,4,,0,,,,
16,Chicago Blackhawks (CHI),2016020281,R,2016,November,away,False,0,31,11,8,2,3,0,51.8,8,8,9
15,Washington Capitals (WSH),2011020417,R,2011,December,home,True,4,25,15,8,6,3,4,48.2,12,10,16
22,Edmonton Oilers (EDM),2007020013,R,2007,October,home,True,2,25,12,21,6,,0,,21,9,17
3,NY Rangers Rangers (NYR),2001020041,R,2001,October,home,False,2,27,,42,5,,0,,,,
27,Phoenix Coyotes (PHX),2011020350,R,2011,November,away,True,4,24,28,4,2,3,0,44,4,8,6
14,Tampa Bay Lightning (TBL),2006020345,R,2006,November,home,True,3,18,17,4,4,2,1,,18,10,16
21,Colorado Avalanche (COL),2010020458,R,2010,December,away,True,4,23,26,8,3,2,2,47.5,3,6,24
20,Calgary Flames (CGY),2013020311,R,2013,November,away,True,4,33,18,10,5,3,1,41.7,6,4,36
26,Los Angeles Kings (LAK),2006020071,R,2006,October,home,False,1,25,23,35,8,3,1,,9,7,13
5,Pittsburgh Penguins (PIT),2013020505,R,2013,December,home,True,3,31,36,22,1,3,0,57.3,12,6,16
10,Toronto Maple Leafs (TOR),2005020361,R,2005,November,away,True,2,26,8,12,6,3,1,,11,1,10
53,Arizona Coyotes (ARI),2017020220,R,2017,November,away,False,2,26,14,17,3,3,0,41.4,4,6,15
18,Nashville Predators (NSH),2018020272,R,2018,November,away,False,4,34,20,10,3,2,0,56.2,8,11,15
23,Vancouver Canucks (VAN),2000020495,R,2000,December,away,False,2,24,,21,3,,0,,,,
28,San Jose Sharks (SJS),2013020385,R,2013,November,home,True,6,32,21,14,7,3,2,44.1,18,6,27
13,Florida Panthers (FLA),2005020132,R,2005,October,away,True,4,34,5,28,7,3,2,,2,2,10
22,Edmonton Oilers (EDM),2001020345,R,2001,November,away,False,0,11,,20,2,,0,,,,
22,Edmonton Oilers (EDM),2014020450,R,2014,December,home,False,0,16,23,2,2,2,0,47.7,13,6,10
12,Carolina Hurricanes (CAR),2015020204,R,2015,November,home,True,3,46,24,4,3,3,1,63.1,7,9,12
19,St Louis Blues (STL),2016020530,R,2016,December,home,True,6,25,30,10,4,3,2,42,5,7,21
20,Calgary Flames (CGY),2000020570,R,2000,December,home,True,5,26,,12,6,,2,,,,
13,Florida Panthers (FLA),2009020007,R,2009,October,away,True,3,24,25,6,3,4,0,,5,8,20
10,Toronto Maple Leafs (TOR),2015020146,R,2015,October,away,False,1,25,25,6,0,3,0,60,7,5,11
9,Ottawa Senators (OTT),2005020254,R,2005,November,home,True,6,37,23,10,5,1,1,,7,6,12
27,Phoenix Coyotes (PHX),2005020480,R,2005,December,away,False,1,26,15,22,6,1,1,,3,3,15
14,Tampa Bay Lightning (TBL),2011020341,R,2011,November,away,False,1,33,12,4,2,2,0,36.4,4,5,12
25,Dallas Stars (DAL),2015020513,R,2015,December,home,True,4,32,20,6,4,3,1,57.1,16,14,18
7,Buffalo Sabres (BUF),2002020396,R,2002,December,home,True,4,44,2,4,5,,1,,0,0,0
6,Boston Bruins (BOS),2016020227,R,2016,November,away,True,2,46,12,4,2,3,0,44.6,3,8,16
14,Tampa Bay Lightning (TBL),2002020059,R,2002,October,home,True,8,31,2,21,7,,1,,0,0,0
30,Minnesota Wild (MIN),2006020069,R,2006,October,home,True,5,30,4,18,7,2,2,,9,9,9
3,NY Rangers Rangers (NYR),2005020273,R,2005,November,away,False,1,28,26,8,4,1,0,,18,5,11
10,Toronto Maple Leafs (TOR),2014020129,R,2014,October,home,True,4,37,32,11,6,1,1,57.9,13,14,16
53,Arizona Coyotes (ARI),2018020555,R,2018,December,home,True,6,39,20,13,2,3,0,46.9,5,10,11
14,Tampa Bay Lightning (TBL),2001020404,R,2001,December,away,False,1,11,,6,2,,0,,,,
15,Washington Capitals (WSH),2006020188,R,2006,November,home,False,3,27,11,12,5,2,1,,13,5,14
29,Columbus Blue Jackets (CBJ),2014020300,R,2014,November,away,False,2,22,30,15,3,2,1,35.7,5,7,14
21,Colorado Avalanche (COL),2005020306,R,2005,November,away,False,3,37,14,12,7,3,1,,6,6,17
20,Calgary Flames (CGY),2002020055,R,2002,October,home,False,3,27,3,6,7,,2,,0,0,0
24,Anaheim Ducks (ANA),2013020457,R,2013,December,home,True,5,31,32,15,2,3,1,43.5,12,6,21
8,Montreal Canadiens (MTL),2007020392,R,2007,December,home,False,1,16,26,23,5,,0,,15,9,15
1,New Jersey Devils (NJD),2003020082,R,2003,October,home,False,1,33,9,8,3,3,0,,5,2,8
27,Phoenix Coyotes (PHX),2011020175,R,2011,November,home,False,0,35,16,4,3,3,0,43.9,3,4,12
26,Los Angeles Kings (LAK),2017020408,R,2017,December,away,True,3,24,23,8,1,2,0,50,8,2,19
18,Nashville Predators (NSH),2008020481,R,2008,December,home,True,1,28,17,4,1,1,0,,7,11,11
16,Chicago Blackhawks (CHI),2007020354,R,2007,November,home,True,5,17,16,13,6,,1,,8,7,8
21,Colorado Avalanche (COL),2018020079,R,2018,October,away,False,2,33,23,17,3,2,1,37.1,11,4,23
18,Nashville Predators (NSH),2009020085,R,2009,October,home,False,1,13,18,4,3,2,0,,7,6,9
15,Washington Capitals (WSH),2010020082,R,2010,October,away,False,1,39,23,8,4,2,0,51.8,4,5,13
26,Los Angeles Kings (LAK),2013020263,R,2013,November,away,False,2,45,18,4,5,3,0,54.7,7,6,9
21,Colorado Avalanche (COL),2003020423,R,2003,December,away,False,1,28,20,12,4,1,0,,7,9,22
24,Anaheim Ducks (ANA),2007020309,R,2007,November,away,False,1,18,19,17,6,,1,,7,14,11
9,Ottawa Senators (OTT),2014020363,R,2014,December,away,False,2,18,27,4,1,3,0,47.1,9,9,17
4,Philadelphia Flyers (PHI),2010020146,R,2010,October,home,True,6,29,9,47,8,2,2,55.1,8,8,12
12,Carolina Hurricanes (CAR),2013020059,R,2013,October,home,False,1,28,18,6,5,2,1,31.4,16,12,12
7,Buffalo Sabres (BUF),2007020228,R,2007,November,home,False,0,30,19,4,5,,0,,7,3,7
16,Chicago Blackhawks (CHI),2011020465,R,2011,December,home,True,4,24,20,16,3,3,1,62,9,14,17
12,Carolina Hurricanes (CAR),2009020360,R,2009,November,home,False,4,36,14,4,5,2,0,,3,8,12
15,Washington Capitals (WSH),2010020204,R,2010,November,away,True,5,24,22,17,4,1,1,55.1,2,10,7
19,St Louis Blues (STL),2009020447,R,2009,December,away,True,1,26,21,12,4,2,0,,13,5,22
29,Columbus Blue Jackets (CBJ),2005020108,R,2005,October,home,True,4,25,17,16,7,1,1,,2,7,6
18,Nashville Predators (NSH),2013020242,R,2013,November,away,False,0,41,26,15,4,3,0,57.4,5,4,13
7,Buffalo Sabres (BUF),2013020225,R,2013,November,away,True,4,36,21,20,3,3,1,34.6,18,5,24
29,Columbus Blue Jackets (CBJ),2016020193,R,2016,November,home,True,3,18,16,6,3,2,0,41.5,6,1,15
2,NY Islanders Islanders (NYI),2002020223,R,2002,November,home,False,3,32,3,17,6,,1,,0,0,0
13,Florida Panthers (FLA),2000020260,R,2000,November,away,True,4,21,,8,0,,0,,,,
14,Tampa Bay Lightning (TBL),2006020173,R,2006,November,home,False,2,25,14,12,4,1,0,,17,10,14
28,San Jose Sharks (SJS),2018020191,R,2018,November,home,False,1,45,18,4,3,3,0,66.2,6,12,4
